id,min_et,min_st,min_rt,min_lf,min_vol
6244,11,1,8,80,1
6245,34,2,2,233,3
6246,34,2,2,232,1
6247,15,2,8,82,12
6248,34,2,2,232,1
6249,34,2,2,232,3
6250,11,1,8,195,2
6251,34,2,2,232,9
6252,11,1,8,82,24
6253,15,2,8,80,6
6254,11,1,2,73,1
6255,15,2,8,71,1
6256,34,2,2,232,1
6257,15,2,8,82,8
6258,11,1,8,191,2
6259,42,1,2,283,2
6260,34,2,2,227,1
6261,34,2,2,229,1
6262,11,1,2,80,1
6263,11,1,8,81,2
6264,15,1,2,71,2
6265,15,2,8,80,1
6266,20,1,2,134,1
6267,15,2,8,82,6
6268,34,2,2,232,2
6269,11,1,8,71,1
6270,11,1,8,68,1
6271,10,1,3,36,1
6272,20,1,2,134,1
6273,11,1,8,73,2
6274,34,2,2,232,9
6275,11,1,2,55,1
6276,11,1,8,56,1
6277,11,1,8,73,2
6278,11,2,4,54,1
6279,15,2,8,82,8
6280,34,2,2,232,34
6281,34,2,2,229,1
6282,34,2,2,232,7
6283,42,1,2,283,7
6284,14,1,2,12,1
6285,11,1,8,54,1
6286,20,1,2,134,1
6287,11,1,8,55,2
6288,11,1,8,68,1
6289,15,2,8,82,3
6290,11,2,8,73,9
6291,34,2,2,232,2
6292,15,2,8,82,14
6293,20,1,2,134,1
6294,15,2,8,82,1
6295,35,4,2,312,1
6296,11,1,8,70,1
6297,34,2,2,227,1
6298,15,2,8,82,36
6299,11,1,8,55,1
6300,11,1,8,54,13
6301,20,1,2,134,1
6302,34,2,2,233,1
6303,34,2,2,227,1
6304,34,2,2,232,1
6305,11,1,8,71,1
6306,11,2,4,68,2
6307,11,1,8,71,2
6308,34,2,2,232,1
6309,34,2,2,229,1
6310,11,1,8,68,3
6311,11,1,8,54,6
6312,34,2,2,232,12
6313,11,1,8,54,2
6314,15,2,8,82,19
6315,11,2,2,44,1
6316,11,1,8,71,1
6317,15,2,8,71,1
6318,11,1,8,54,3
6319,11,2,8,73,2
6320,11,1,2,81,1
6321,11,1,6,54,1
6322,11,1,5,55,1
6323,34,2,2,229,1
6324,11,1,8,71,2
6325,24,1,2,239,5
6326,13,1,6,273,1
6327,11,1,8,80,1
6328,11,1,8,54,1
6329,11,1,8,52,1
6330,34,2,2,227,1
6331,11,2,8,54,2
6332,42,1,2,283,1
6333,22,4,7,302,1
6334,20,1,2,134,1
6335,20,1,2,134,1
6336,11,1,8,56,1
6337,11,1,8,71,2
6338,34,2,2,232,1
6339,15,2,8,82,14
6340,11,1,8,71,4
6341,11,2,8,81,1
6342,11,1,8,170,1
6343,20,1,2,134,1
6344,15,2,8,71,1
6345,42,1,2,283,2
6346,11,1,8,71,18
6347,11,1,6,68,1
6348,15,2,8,82,2
6349,20,1,2,134,1
6350,20,1,2,134,1
6351,11,2,4,68,1
6352,42,1,2,283,8
6353,35,4,2,312,1
6354,34,2,2,227,1
6355,11,1,8,54,1
6356,54,4,2,360,1
6357,11,1,8,71,1
6358,15,1,2,80,1
6359,34,2,2,227,1
6360,6,2,1,55,1
6361,34,2,2,232,17
6362,11,2,4,54,1
6363,11,1,2,75,1
6364,11,1,8,54,1
6365,46,1,2,284,1
6366,11,1,4,54,1
6367,35,4,2,312,1
6368,34,2,2,227,1
6369,15,2,8,80,1
6370,34,2,2,233,1
6371,34,2,2,232,1
6372,11,1,8,71,4
6373,34,2,2,234,2
6374,11,1,8,167,2
6375,11,1,8,49,2
6376,11,1,6,54,1
6377,15,2,8,82,4
6378,15,2,8,80,1
6379,34,2,2,228,3
6380,34,2,2,232,4
6381,11,1,8,42,3
6382,35,4,2,312,1
6383,15,2,8,82,15
6384,13,1,6,273,1
6385,11,1,8,54,1
6386,21,1,2,135,1
6387,34,2,2,228,1
6388,11,1,2,80,4
6389,11,1,6,54,1
6390,15,2,8,71,1
6391,34,2,2,232,1
6392,30,5,9,133,1
6393,11,2,4,68,1
6394,11,1,8,171,2
6395,34,2,2,227,2
6396,34,2,2,232,1
6397,11,1,8,71,2
6398,35,4,2,312,1
6399,11,1,6,68,1
6400,34,2,2,232,9
6401,34,2,2,229,19
6402,34,2,2,232,1
6403,34,2,2,232,1
6404,34,2,2,229,1
6405,11,2,8,81,8
6406,11,1,8,71,2
6407,42,1,2,283,3
6408,34,2,2,228,1
6409,11,1,8,41,1
6410,11,1,8,55,2
6411,34,2,2,227,1
6412,11,1,8,71,1
6413,11,1,8,82,8
6414,13,1,6,273,1
6415,11,1,2,55,1
6416,11,1,8,54,1
6417,11,2,7,75,1
6418,11,1,8,170,1
6419,15,2,8,82,4
6420,11,1,2,71,1
6421,11,1,8,71,3
6422,11,1,6,68,2
6423,35,4,2,301,1
6424,11,2,8,164,1
6425,34,2,2,232,2
6426,29,1,9,132,2
6427,35,4,2,307,1
6428,11,2,4,68,3
6429,11,1,8,87,4
6430,34,2,2,227,1
6431,11,1,8,68,1
6432,34,2,2,232,13
6433,34,2,2,234,1
6434,20,1,2,133,1
6435,15,2,8,80,1
6436,34,2,2,234,7
6437,11,1,8,56,1
6438,11,1,8,54,1
6439,11,1,8,76,1
6440,11,1,8,71,3
6441,34,2,2,227,3
6442,15,2,8,82,1
6443,11,1,8,71,1
6444,34,2,2,232,2
6445,11,1,8,73,5
6446,11,1,8,73,2
6447,11,1,8,54,2
6448,34,2,2,234,1
6449,34,2,2,232,3
6450,11,1,8,54,3
6451,34,2,2,221,1
6452,15,2,8,80,1
6453,34,2,2,234,23
6454,20,1,2,134,1
6455,11,1,8,54,2
6456,15,2,8,71,2
6457,11,1,8,42,1
6458,11,1,8,71,1
6459,20,1,2,134,1
6460,11,1,8,54,1
6461,34,2,2,228,1
6462,9,1,2,15,1
6463,34,2,2,232,1
6464,11,1,8,82,14
6465,11,1,8,73,2
6466,11,1,6,68,2
6467,31,4,8,279,1
6468,11,2,8,73,1
6469,11,1,8,80,1
6470,42,2,2,283,1
6471,42,1,2,283,14
6472,15,2,8,82,30
6473,11,2,7,75,2
6474,34,2,2,232,1
6475,11,1,8,71,2
6476,34,2,2,230,1
6477,34,2,2,227,1
6478,34,2,2,232,2
6479,34,2,2,234,11
6480,15,2,8,82,9
6481,34,2,2,232,1
6482,54,4,2,360,1
6483,42,1,2,283,1
6484,11,1,8,71,1
6485,34,2,2,232,11
6486,34,2,2,232,1
6487,11,1,6,68,1
6488,11,2,8,54,3
6489,15,2,8,82,2
6490,34,2,2,232,3
6491,11,1,2,56,1
6492,11,1,8,73,3
6493,11,1,8,51,1
6494,11,1,8,71,1
6495,11,2,8,54,3
6496,20,1,2,134,1
6497,11,1,2,47,1
6498,34,2,2,232,1
6499,34,2,2,232,2
6500,34,2,2,232,1
6501,11,2,8,181,1
6502,35,4,2,312,2
6503,34,2,2,232,2
6504,34,2,2,232,1
6505,11,1,2,71,1
6506,50,4,2,374,4
6507,15,2,8,82,8
6508,11,1,8,54,2
6509,34,2,2,227,1
6510,11,1,8,54,1
6511,34,2,2,232,1
6512,35,4,2,307,1
6513,15,2,8,82,6
6514,23,1,7,306,1
6515,11,1,8,71,1
6516,34,2,2,228,2
6517,11,1,8,80,3
6518,20,1,2,134,1
6519,15,2,8,80,1
6520,11,1,2,70,6
6521,11,1,8,170,1
6522,42,1,2,283,2
6523,34,2,2,232,5
6524,20,1,2,134,1
6525,11,1,8,73,1
6526,11,1,4,68,1
6527,11,1,8,55,1
6528,11,1,2,81,1
6529,15,1,2,82,1
6530,11,2,7,75,1
6531,34,2,2,227,1
6532,34,2,2,232,24
6533,11,1,6,68,1
6534,11,1,8,55,13
6535,20,1,2,134,1
6536,34,2,2,229,5
6537,15,2,8,82,8
6538,15,1,8,82,2
6539,15,2,8,82,4
6540,34,2,2,227,1
6541,11,2,7,58,1
6542,34,2,2,233,6
6543,11,1,8,56,1
6544,11,1,6,68,4
6545,11,1,6,68,1
6546,34,2,2,232,1
6547,15,1,2,71,2
6548,11,2,8,54,1
6549,11,2,7,87,1
6550,11,1,8,71,4
6551,15,2,8,71,1
6552,11,2,4,47,2
6553,21,1,2,135,1
6554,11,1,2,71,1
6555,11,1,8,82,7
6556,34,2,2,232,1
6557,20,1,2,134,1
6558,11,1,8,73,4
6559,34,2,2,232,2
6560,11,1,8,82,6
6561,15,2,8,80,1
6562,11,2,2,46,2
6563,11,1,2,47,1
6564,15,2,8,82,9
6565,15,2,8,82,4
6566,11,1,8,70,1
6567,15,2,8,82,12
6568,34,2,2,227,1
6569,11,2,8,54,15
6570,13,1,2,273,1
6571,34,2,2,227,1
6572,11,2,8,54,1
6573,34,2,2,227,1
6574,11,1,2,55,1
6575,15,2,8,80,1
6576,34,2,2,227,1
6577,11,1,8,54,1
6578,34,2,2,227,2
6579,20,1,2,134,1
6580,11,1,8,82,2
6581,15,2,8,80,6
6582,11,1,8,80,1
6583,34,2,2,232,1
6584,34,2,2,232,1
6585,11,1,8,170,1
6586,11,1,2,73,1
6587,34,2,2,228,1
6588,34,2,2,232,2
6589,11,1,8,82,23
6590,20,1,2,134,1
6591,11,1,8,80,2
6592,34,2,2,232,1
6593,11,1,8,73,21
6594,11,1,8,71,2
6595,11,1,8,54,1
6596,34,2,2,232,3
6597,11,2,8,68,6
6598,34,2,2,94,1
6599,34,2,2,232,1
6600,11,1,2,71,1
6601,11,1,8,70,2
6602,15,2,8,82,3
6603,11,1,8,54,28
6604,54,4,2,360,1
6605,34,2,2,232,3
6606,11,2,8,73,2
6607,15,2,8,80,1
6608,11,1,8,71,1
6609,11,1,8,87,1
6610,11,1,7,54,1
6611,11,1,7,54,1
6612,34,2,2,232,2
6613,11,1,2,47,1
6614,34,2,2,228,1
6615,11,1,8,73,1
6616,11,1,6,68,2
6617,11,1,8,170,2
6618,34,2,2,227,2
6619,34,2,2,227,1
6620,15,2,8,71,6
6621,11,1,6,68,1
6622,15,2,8,82,6
6623,15,2,8,80,2
6624,34,2,2,232,2
6625,34,2,2,232,5
6626,20,1,2,134,1
6627,11,1,8,202,4
6628,11,1,8,80,1
6629,15,2,8,82,7
6630,34,2,2,228,2
6631,11,1,8,55,5
6632,35,4,2,301,2
6633,10,1,3,35,1
6634,15,2,8,82,6
6635,42,1,2,283,1
6636,11,1,8,42,1
6637,11,1,8,73,4
6638,15,2,8,80,1
6639,34,2,2,227,4
6640,20,1,2,134,1
6641,34,2,2,232,23
6642,35,4,2,313,1
6643,11,1,2,55,1
6644,11,1,8,68,1
6645,11,1,8,54,1
6646,11,2,8,54,2
6647,30,5,9,133,1
6648,15,2,8,80,3
6649,15,2,8,82,5
6650,34,2,2,232,3
6651,15,2,8,82,5
6652,34,2,2,227,1
6653,11,1,8,54,2
6654,11,1,8,55,1
6655,34,2,2,232,3
6656,34,2,2,233,1
6657,34,2,2,232,1
6658,11,2,2,68,1
6659,34,2,2,227,1
6660,34,2,2,232,1
6661,10,1,3,38,1
6662,15,2,8,82,2
6663,11,1,8,81,2
6664,20,1,2,134,1
6665,11,1,8,54,1
6666,11,1,8,82,14
6667,20,1,2,134,3
6668,42,1,2,283,1
6669,34,2,2,232,6
6670,34,2,2,227,2
6671,11,1,8,45,1
6672,11,1,8,51,1
6673,34,2,2,232,1
6674,34,2,2,232,1
6675,42,2,2,290,2
6676,11,1,4,54,5
6677,34,2,2,227,2
6678,15,2,8,71,3
6679,11,1,8,54,1
6680,11,1,8,56,2
6681,11,1,8,161,1
6682,11,1,8,63,2
6683,35,4,2,309,1
6684,11,1,8,73,2
6685,34,2,2,232,2
6686,10,5,3,37,1
6687,34,2,2,235,275
6688,15,2,8,82,2
6689,34,2,2,228,1
6690,15,2,8,82,37
6691,42,1,2,283,1
6692,15,2,8,80,1
6693,11,1,8,80,2
6694,11,1,8,71,1
6695,15,1,8,71,1
6696,34,2,2,232,1
6697,11,2,8,87,1
6698,11,1,8,74,1
6699,46,1,2,122,1
6700,34,2,2,228,19
6701,34,2,2,227,2
6702,34,2,2,233,1
6703,11,1,8,70,2
6704,34,2,2,232,54
6705,28,1,9,127,1
6706,15,2,8,82,8
6707,34,2,2,235,8
6708,11,1,8,54,1
6709,15,2,8,82,6
6710,15,2,8,71,1
6711,11,1,8,80,2
6712,11,1,8,54,1
6713,34,2,2,233,7
6714,34,2,2,232,1
6715,11,1,8,74,1
6716,50,1,2,289,1
6717,20,1,2,134,2
6718,11,1,8,68,1
6719,15,2,8,82,4
6720,11,1,8,73,4
6721,34,2,2,228,2
6722,34,2,2,232,25
6723,34,2,2,232,1
6724,11,1,8,71,3
6725,11,1,8,54,3
6726,50,4,2,374,2
6727,11,1,8,56,2
6728,50,4,2,374,1
6729,42,1,2,283,1
6730,11,1,8,73,7
6731,35,4,2,312,1
6732,11,1,8,54,3
6733,11,1,8,71,2
6734,11,1,8,55,1
6735,11,1,6,68,1
6736,11,1,8,66,2
6737,15,2,8,63,2
6738,11,1,8,73,2
6739,11,2,7,27,1
6740,15,2,8,71,1
6741,11,1,6,68,1
6742,42,2,2,283,1
6743,15,2,8,80,1
6744,15,2,8,82,3
6745,11,1,8,209,1
6746,11,1,8,55,1
6747,15,2,8,80,2
6748,10,4,3,35,1
6749,11,1,8,45,1
6750,11,1,8,71,7
6751,34,2,2,232,1
6752,11,2,2,55,1
6753,34,2,2,227,3
6754,11,1,8,54,1
6755,35,4,2,301,1
6756,11,1,8,54,2
6757,11,1,8,73,7
6758,34,2,2,233,1
6759,34,2,2,232,1
6760,11,1,8,54,6
6761,20,1,2,134,1
6762,11,1,8,170,2
6763,15,2,8,82,2
6764,15,2,8,71,1
6765,15,2,8,82,9
6766,2,1,8,1,2
6767,34,2,2,232,1
6768,11,1,8,22,1
6769,11,1,8,82,3
6770,11,1,7,75,2
6771,11,1,8,68,1
6772,10,4,3,37,1
6773,34,2,2,227,1
6774,31,4,8,279,1
6775,11,1,8,71,49
6776,11,1,8,80,2
6777,34,2,2,227,1
6778,20,1,2,134,1
6779,34,2,2,227,1
6780,11,2,7,75,1
6781,11,1,2,51,1
6782,20,1,2,134,1
6783,34,2,2,232,1
6784,11,1,8,71,3
6785,34,2,2,232,1
6786,34,2,2,232,7
6787,34,2,2,227,5
6788,11,1,2,170,1
6789,34,2,2,232,1
6790,10,4,3,17,1
6791,34,2,2,232,5
6792,11,1,8,73,11
6793,15,2,8,82,28
6794,11,1,6,68,2
6795,20,1,2,134,1
6796,11,1,8,80,6
6797,34,2,2,233,1
6798,42,1,2,283,4
6799,15,2,8,71,1
6800,11,1,8,54,12
6801,11,1,8,71,2
6802,15,2,8,80,2
6803,15,2,8,80,1
6804,34,2,2,233,1
6805,34,2,2,227,2
6806,11,1,8,71,1
6807,23,4,7,306,2
6808,11,1,8,80,1
6809,11,2,8,87,1
6810,34,2,2,227,1
6811,34,2,2,227,2
6812,34,2,2,229,29
6813,11,1,8,73,2
6814,15,2,8,82,10
6815,34,2,2,232,1
6816,11,1,8,81,2
6817,42,1,2,283,1
6818,11,1,6,68,1
6819,15,2,8,82,2
6820,34,2,2,232,22
6821,20,1,2,134,1
6822,15,2,8,71,1
6823,11,2,8,74,1
6824,11,2,8,73,1
6825,34,2,2,234,1
6826,11,1,8,68,1
6827,11,1,8,73,1
6828,34,2,2,232,4
6829,20,1,2,134,1
6830,34,2,2,232,20
6831,11,1,8,68,1
6832,11,1,8,80,1
6833,11,1,2,54,61
6834,11,1,8,54,2
6835,11,2,8,55,1
6836,20,1,2,134,1
6837,34,2,2,228,1
6838,34,2,2,232,1
6839,15,2,8,82,2
6840,15,2,8,82,10
6841,34,2,2,228,1
6842,34,2,2,232,4
6843,34,2,2,228,1
6844,11,1,8,170,1
6845,34,2,2,227,4
6846,15,2,8,71,3
6847,34,2,2,227,1
6848,50,1,2,289,1
6849,11,1,6,54,2
6850,11,1,8,73,32
6851,34,2,2,227,7
6852,11,1,8,56,1
6853,34,2,2,232,9
6854,11,1,8,73,2
6855,11,1,2,44,1
6856,34,2,2,228,24
6857,11,1,8,54,4
6858,15,2,8,82,2
6859,11,1,8,25,1
6860,15,2,8,82,2
6861,42,1,2,283,2
6862,11,1,8,44,1
6863,15,2,8,82,3
6864,11,1,2,44,1
6865,11,1,8,54,1
6866,34,2,2,228,1
6867,11,1,8,195,1
6868,15,2,8,82,33
6869,11,2,8,40,1
6870,11,1,8,170,9
6871,34,2,2,232,7
6872,11,1,8,54,2
6873,13,1,6,273,1
6874,34,2,2,233,3
6875,34,2,2,232,2
6876,11,1,8,73,2
6877,15,2,8,82,10
6878,11,1,8,51,1
6879,34,2,2,234,2
6880,11,1,8,80,2
6881,34,2,2,232,1
6882,34,2,2,227,1
6883,11,1,2,80,1
6884,34,2,2,232,1
6885,10,1,2,38,1
6886,11,2,8,55,6
6887,11,1,2,54,1
6888,24,1,2,318,2
6889,34,2,2,232,3
6890,11,1,8,68,1
6891,11,1,8,73,1
6892,11,1,8,71,1
6893,35,4,2,312,1
6894,11,1,8,55,1
6895,42,1,2,283,1
6896,42,1,2,283,1
6897,11,1,8,54,1
6898,15,2,8,82,2
6899,11,1,8,55,1
6900,11,1,8,71,25
6901,11,1,8,56,1
6902,15,2,8,82,4
6903,11,1,8,54,1
6904,15,2,8,80,1
6905,11,1,8,54,1
6906,34,2,2,232,1
6907,20,1,2,134,1
6908,34,2,2,232,4
6909,15,2,8,82,18
6910,35,4,2,312,1
6911,11,2,2,72,1
6912,11,1,6,68,1
6913,34,2,2,232,39
6914,11,1,8,68,11
6915,20,1,2,134,1
6916,11,1,8,54,1
6917,34,2,2,233,2
6918,34,2,2,232,1
6919,34,2,2,234,3
6920,11,1,8,71,1
6921,11,1,6,68,1
6922,11,4,8,40,1
6923,34,2,2,232,8
6924,11,2,8,55,1
6925,34,2,2,228,1
6926,11,1,8,55,9
6927,34,2,2,232,59
6928,11,1,8,71,5
6929,11,2,7,75,1
6930,34,2,2,232,4
6931,34,2,2,228,1
6932,11,1,6,68,2
6933,34,2,2,232,8
6934,15,2,8,80,2
6935,11,1,8,51,1
6936,11,1,8,73,4
6937,34,2,2,228,1
6938,24,1,2,239,3
6939,34,2,2,232,1
6940,42,4,2,368,1
6941,20,1,2,219,1
6942,11,2,2,94,1
6943,11,2,2,44,1
6944,10,4,3,37,3
6945,13,1,6,273,1
6946,11,2,8,54,1
6947,34,2,2,234,7
6948,11,1,6,54,2
6949,34,2,2,232,39
6950,11,1,8,65,1
6951,11,1,8,80,2
6952,11,1,8,73,3
6953,34,2,2,232,4
6954,15,2,8,80,1
6955,11,1,8,71,2
6956,11,1,8,68,4
6957,11,2,8,68,1
6958,11,2,8,68,1
6959,11,1,2,44,1
6960,11,1,8,71,1
6961,20,1,2,134,2
6962,11,1,2,67,1
6963,35,4,2,312,1
6964,11,1,8,70,9
6965,11,1,8,71,1
6966,11,1,8,54,3
6967,11,2,7,75,1
6968,34,2,2,232,9
6969,34,2,2,232,6
6970,34,2,2,234,12
6971,30,5,9,133,5
6972,15,2,8,82,15
6973,11,1,8,71,3
6974,11,1,8,73,43
6975,15,2,8,82,4
6976,15,2,2,80,2
6977,15,2,8,82,10
6978,34,2,2,227,9
6979,20,1,2,134,1
6980,34,2,2,227,1
6981,11,1,5,55,1
6982,11,4,8,68,1
6983,15,2,8,82,37
6984,20,1,2,134,1
6985,34,2,2,227,2
6986,11,1,8,71,1
6987,34,2,2,229,33
6988,34,2,2,232,3
6989,11,1,6,54,2
6990,15,2,8,82,5
6991,11,1,2,47,1
6992,11,1,2,25,1
6993,34,2,2,233,2
6994,11,2,8,68,2
6995,11,1,8,71,6
6996,20,1,2,219,1
6997,11,1,8,56,1
6998,15,2,8,82,2
6999,34,2,2,229,1
7000,15,2,8,82,2
7001,15,2,8,82,9
7002,11,2,8,81,2
7003,11,1,8,82,33
7004,34,2,2,232,15
7005,23,4,7,306,2
7006,15,2,8,82,1
7007,11,1,8,73,1
7008,15,2,8,68,2
7009,34,2,2,232,1
7010,11,1,8,82,10
7011,11,2,8,206,1
7012,34,2,2,232,2
7013,20,1,2,134,1
7014,11,1,8,18,1
7015,11,1,8,80,5
7016,11,1,8,70,1
7017,15,2,8,80,2
7018,34,2,2,227,1
7019,11,1,8,55,1
7020,20,1,2,134,1
7021,34,2,2,232,11
7022,46,1,2,284,228
7023,15,2,8,82,23
7024,11,1,8,54,1
7025,11,1,8,56,1
7026,11,1,8,176,2
7027,11,1,8,73,9
7028,54,4,2,360,5
7029,20,1,2,134,1
7030,11,4,7,75,1
7031,11,1,8,87,1
7032,34,2,2,233,1
7033,15,2,8,82,12
7034,11,1,2,55,1
7035,11,1,2,71,2
7036,11,1,8,82,2
7037,11,1,8,82,6
7038,20,1,2,134,1
7039,11,2,8,68,1
7040,11,1,8,73,3
7041,21,1,2,95,1
7042,34,2,2,232,1
7043,11,2,8,55,2
7044,35,4,2,312,4
7045,34,2,2,232,1
7046,11,1,8,71,1
7047,11,1,8,82,7
7048,20,1,2,134,1
7049,11,1,8,80,3
7050,42,4,2,368,2
7051,34,2,2,232,8
7052,42,1,2,283,3
7053,15,2,8,68,1
7054,11,1,8,73,8
7055,34,2,2,227,1
7056,35,4,2,312,1
7057,34,2,2,227,2
7058,11,1,8,171,2
7059,11,1,2,47,1
7060,34,2,2,232,1
7061,11,1,4,47,3
7062,11,1,6,68,1
7063,11,1,8,54,1
7064,11,1,8,55,1
7065,11,1,8,71,7
7066,11,1,8,54,1
7067,15,2,8,82,13
7068,11,1,8,73,3
7069,11,2,2,44,1
7070,11,1,8,54,1
7071,34,2,2,232,1
7072,34,2,2,228,2
7073,13,1,6,273,1
7074,11,1,8,71,2
7075,11,1,8,54,1
7076,11,1,6,68,1
7077,15,2,8,80,3
7078,15,2,8,82,12
7079,20,1,2,134,1
7080,28,1,9,212,2
7081,11,1,8,71,3
7082,34,2,2,232,2
7083,15,2,8,82,9
7084,15,2,8,82,3
7085,54,4,2,360,7
7086,34,2,2,232,1
7087,10,2,3,35,1
7088,34,2,2,233,2
7089,34,2,2,232,1
7090,11,1,8,80,1
7091,34,2,2,233,1
7092,20,1,2,134,1
7093,34,2,2,232,12
7094,11,2,4,68,2
7095,21,1,2,135,2
7096,15,2,8,82,2
7097,34,2,2,232,9
7098,54,4,2,360,3
7099,20,1,2,134,1
7100,34,2,2,227,1
7101,11,1,8,68,1
7102,34,2,2,232,1
7103,10,1,2,134,1
7104,34,2,2,228,1
7105,11,1,8,54,2
7106,15,1,2,80,1
7107,11,1,8,69,2
7108,11,1,8,54,1
7109,20,1,2,134,1
7110,34,2,2,232,3
7111,34,2,2,227,1
7112,11,1,2,44,1
7113,11,1,8,55,1
7114,34,2,2,232,1
7115,15,2,8,82,14
7116,34,2,2,227,1
7117,34,2,2,233,1
7118,34,2,2,227,1
7119,11,1,8,55,2
7120,20,1,2,134,1
7121,34,2,2,232,38
7122,34,2,2,232,1
7123,15,2,8,80,2
7124,11,2,7,54,1
7125,20,1,2,134,1
7126,11,1,2,71,1
7127,15,2,8,82,10
7128,11,1,8,80,6
7129,11,1,6,68,2
7130,11,1,8,54,1
7131,20,1,2,134,1
7132,20,1,2,134,1
7133,11,1,8,68,1
7134,34,2,2,232,3
7135,20,1,2,94,1
7136,11,1,8,70,3
7137,34,2,2,227,1
7138,11,1,2,44,1
7139,34,2,2,232,2
7140,11,1,8,170,1
7141,11,1,8,170,1
7142,11,2,8,55,2
7143,11,1,8,68,3
7144,11,1,8,171,2
7145,34,2,2,234,2
7146,15,2,8,80,1
7147,34,2,2,229,40
7148,11,1,8,54,6
7149,23,1,7,225,1
7150,11,1,8,73,3
7151,15,2,8,82,8
7152,15,2,8,82,4
7153,42,1,2,283,7
7154,20,1,2,134,1
7155,11,1,8,54,1
7156,11,1,8,52,2
7157,34,2,2,229,1
7158,11,1,7,87,1
7159,34,2,2,228,1
7160,11,1,8,73,12
7161,15,2,8,82,8
7162,34,2,2,227,1
7163,15,1,2,82,8
7164,11,2,7,78,1
7165,11,1,8,44,1
7166,11,1,8,71,1
7167,34,2,2,232,1
7168,34,2,2,227,1
7169,42,1,2,283,1
7170,8,1,2,82,12
7171,11,1,8,54,8
7172,11,1,8,80,4
7173,15,2,8,56,1
7174,15,2,8,80,1
7175,11,1,8,42,1
7176,15,2,8,82,16
7177,34,2,2,233,1
7178,34,2,2,230,2
7179,11,1,8,54,1
7180,11,1,8,54,2
7181,11,1,8,54,3
7182,34,2,2,227,1
7183,11,1,8,80,2
7184,11,1,2,59,1
7185,15,2,8,71,2
7186,11,1,8,170,2
7187,11,1,8,51,3
7188,34,2,2,232,1
7189,20,1,2,134,1
7190,34,2,2,232,7
7191,34,2,2,232,1
7192,15,2,8,82,7
7193,11,1,8,71,2
7194,11,1,4,47,1
7195,11,2,8,81,2
7196,11,1,8,87,1
7197,11,1,8,54,1
7198,11,1,4,47,1
7199,11,1,8,71,7
7200,15,1,2,76,1
7201,11,2,8,81,4
7202,35,4,2,312,1
7203,11,1,8,82,4
7204,34,2,2,232,1
7205,11,1,8,54,1
7206,34,2,2,227,1
7207,34,2,2,232,2
7208,15,2,8,82,4
7209,34,2,2,233,2
7210,11,1,2,54,1
7211,15,2,8,82,5
7212,34,2,2,232,4
7213,11,1,8,73,12
7214,11,1,8,20,1
7215,34,2,2,228,1
7216,11,1,8,54,2
7217,11,1,8,71,1
7218,34,2,2,228,1
7219,34,2,2,227,3
7220,11,1,8,68,2
7221,34,2,2,232,12
7222,11,1,8,65,1
7223,10,1,3,35,1
7224,35,4,2,315,1
7225,11,2,7,75,2
7226,11,1,8,82,5
7227,42,1,2,283,1
7228,35,4,2,312,2
7229,34,2,2,232,2
7230,34,2,2,232,1
7231,11,2,8,55,1
7232,34,2,2,232,2
7233,42,1,2,283,9
7234,11,1,8,54,2
7235,11,1,8,56,1
7236,34,2,2,232,1
7237,11,1,8,82,8
7238,11,2,2,44,1
7239,11,1,8,80,3
7240,11,1,8,74,1
7241,35,4,2,94,1
7242,42,1,2,283,1
7243,34,2,2,232,1
7244,11,1,8,71,6
7245,11,1,8,54,5
7246,34,2,2,228,2
7247,11,1,8,87,2
7248,11,1,8,73,9
7249,11,1,8,55,1
7250,34,2,2,232,63
7251,34,2,2,228,28
7252,34,2,2,232,10
7253,42,1,2,283,1
7254,15,1,8,71,1
7255,34,2,2,232,3
7256,11,1,8,74,2
7257,13,1,6,273,1
7258,11,2,8,73,1
7259,34,2,2,227,12
7260,50,1,2,289,1
7261,11,1,8,54,1
7262,34,2,2,229,1
7263,35,4,2,307,1
7264,15,2,8,80,2
7265,11,1,6,68,1
7266,34,2,2,233,16
7267,34,2,2,233,1
7268,15,2,8,82,1
7269,15,2,8,82,12
7270,15,1,2,71,1
7271,42,1,2,283,1
7272,35,4,2,307,1
7273,11,1,8,74,1
7274,11,1,8,68,1
7275,20,1,2,134,1
7276,34,2,2,232,45
7277,35,4,2,307,1
7278,34,2,2,232,6
7279,11,1,8,74,1
7280,11,1,8,71,3
7281,20,1,2,134,1
7282,11,1,8,73,5
7283,34,2,2,227,1
7284,15,2,8,82,19
7285,15,2,8,80,8
7286,13,1,6,273,1
7287,11,1,2,73,1
7288,15,2,8,82,18
7289,11,2,7,75,2
7290,15,2,8,82,2
7291,11,4,8,70,1
7292,11,1,8,80,3
7293,34,2,2,229,2
7294,11,1,2,55,1
7295,11,1,8,71,1
7296,11,1,2,71,1
7297,11,1,8,54,4
7298,11,2,8,73,2
7299,11,1,8,82,14
7300,11,1,8,73,1
7301,15,2,8,82,4
7302,11,1,4,47,1
7303,34,2,2,232,1
7304,11,1,8,83,2
7305,11,1,8,71,4
7306,34,2,2,227,1
7307,34,2,2,232,25
7308,11,1,8,55,1
7309,15,2,8,82,25
7310,11,1,8,54,71
7311,20,1,2,134,1
7312,11,1,2,55,1
7313,11,1,8,54,10
7314,34,2,2,227,2
7315,11,1,8,54,3
7316,11,2,8,68,1
7317,42,1,2,283,1
7318,11,1,8,71,1
