id,mean_et,mean_st,mean_rt,mean_lf,mean_vol
5625,35,4,2,312,1
5626,27.5,1,2,249,1.33333333333333
5627,35,4,2,314,2.5
5628,35,4,2,311.5,1.5
5629,11,1,8,85,1
5630,27.5,1,2,241.5,6
5631,11,2,8,68,1
5632,15,2,8,82,7
5633,15,2,8,127.5,1.5
5634,15,2,8,142.5,3.5
5635,11,1,8,142.5,6
5636,34.5,2,2,272,2
5637,15,2,8,142.5,11.5
5638,13,1,8,114.833333333333,73.5
5639,34.5,2,2,274,2.75
5640,11,2,8,113,1.5
5641,13,1,8,159.333333333333,22.3333333333333
5642,11,1,8,46,1
5643,34.5,1,8,142.5,8
5644,27.5,1,2,218,1
5645,34.5,2,2,269,5.5
5646,35,4,2,309.5,2
5647,15,2,8,121,1.33333333333333
5648,34.5,2,2,272.5,3
5649,34.5,2,2,272,6
5650,13,1,8,132,10
5651,35,4,2,312,1
5652,15,2,8,142.5,9.5
5653,34.5,2,2,272,56
5654,13,1,8,137.25,6.25
5655,15,2,8,142.5,5
5656,34.5,2,2,269.5,4.25
5657,13,1,8,150,8.6
5658,15,2,8,142.5,21
5659,34.5,2,2,271.2,35.4
5660,11,1,8,112,1
5661,34.5,2,2,272,102
5662,11,1,8,121.75,2
5663,18.6666666666667,2,7.5,220.75,1
5664,34.5,2,2,272,30.5
5665,20.5,2,8.5,185.666666666667,1.33333333333333
5666,34.5,2,2,273,1.5
5667,15,2,8,76.5,17.5
5668,35,4,2,315,1
5669,26.6666666666667,2,5,213.666666666667,2
5670,35,4,2,314,2
5671,20,1,2,176.5,1
5672,11,1,8,128.333333333333,6.16666666666667
5673,13,1,8,142.5,26
5674,20,1,2,134,1
5675,11,1,8,125.666666666667,36.3333333333333
5676,11,2,8,119,1
5677,13,1,8,141.5,19.75
5678,46.5,1,2,284.5,38
5679,15,2,8,132,3
5680,34.5,2,2,291.25,1
5681,12.5,2,6,112,1
5682,15,2,8,142.5,5
5683,47.6666666666667,1,2,307,9.75
5684,15,2,8,141.5,6
5685,34.5,2,2,272,14
5686,26.6666666666667,1,5,175.5,5.66666666666667
5687,34.5,2,2,272,13
5688,12,1,7,173.333333333333,1.66666666666667
5689,34.5,2,2,275,110
5690,11,1,8,134,2
5691,11,1,8,172,1
5692,11,1,8,55,4
5693,15,2,8,121.666666666667,13.6666666666667
5694,13,1,8,140.5,3
5695,11,1,8,112,3
5696,23,4,7,306,1
5697,15,2,8,140.5,4.5
5698,11,1,8,134,11
5699,9.5,1,5,141.5,8
5700,34.5,2,2,272,10
5701,13,1,8,152.333333333333,5
5702,11,1,8,141.5,3
5703,13,1,8,142.5,11
5704,12.6666666666667,1,6,182,1.2
5705,11,1,8,55,1
5706,11,1,8,130.5,1.5
5707,15,2,8,142.5,11
5708,27.5,1,2,218,5.66666666666667
5709,20,1,2,176.5,1
5710,10,4,3,95.7142857142857,1.57142857142857
5711,13,1,8,121,8.5
5712,43,1,2,338.6,4
5713,34.5,2,2,273.333333333333,35.3333333333333
5714,34.5,2,2,270.833333333333,6
5715,34.5,2,2,272,75
5716,50,4,2,374,2
5717,11,1,8,148.333333333333,7
5718,34.5,2,2,281,42.6
5719,34.5,2,2,273.333333333333,6.66666666666667
5720,54,4,2,362,1
5721,34.5,2,2,278.411764705882,22.3529411764706
5722,15,2,8,82,4
5723,15,2,8,142.5,8
5724,13,1,8,138.333333333333,22.3333333333333
5725,15,2,8,118.666666666667,8.66666666666667
5726,12.6666666666667,1,6,196.4,2.4
5727,34.5,2,2,272,25
5728,13,1,8,137.25,6.75
5729,35,4,2,313,1
5730,13,1,8,72,75.6666666666667
5731,15,2,8,81,2.5
5732,15,2,8,142.5,4.5
5733,15,2,8,82,32
5734,26.1666666666667,1,5.66666666666667,147.375,1.625
5735,25,1,5,230.75,7.5
5736,12.5,2,6,68,1
5737,15.5,1,5,144.25,1.5
5738,34.5,2,2,272.5,1.5
5739,11,1,8,113,8
5740,13,1,8,142.5,17
5741,15,2,8,142.5,20.5
5742,15,2,8,142.5,16.5
5743,11,1,8,54,4
5744,13,1,8,142.5,10.5
5745,34.5,2,2,275.857142857143,13.5714285714286
5746,25,1,5,221.285714285714,1.42857142857143
5747,34.5,2,2,281.6,7
5748,34.5,2,2,272,1
5749,12,1,7,173.333333333333,1.33333333333333
5750,15,2,8,106.5,5
5751,34.5,2,2,272,3.5
5752,11,1,8,105.333333333333,9
5753,50,4,2,374,3
5754,11,2,8,117,4
5755,34.5,2,2,276.777777777778,14.5555555555556
5756,11,1,8,130.5,1.5
5757,20,1,2,134,1
5758,34.5,2,2,272,3
5759,11,2,8,73,1
5760,34.5,2,2,272,5
5761,11,1,8,112,1.33333333333333
5762,34.5,2,2,286,1
5763,11,1,8,130.5,9
5764,20,1,2,176.5,1
5765,11,1,8,112,2
5766,11,1,8,187,6
5767,34.5,2,2,260.083333333333,7.91666666666667
5768,15,2,8,82,28
5769,15,2,8,82,4
5770,34.5,2,2,274,5.5
5771,13,1,8,142.5,20
5772,34.5,2,2,281,1.4
5773,17.3333333333333,1,8.5,222.25,2.5
5774,35,4,2,312,1
5775,15,2,8,137.25,4
5776,15,2,8,118.666666666667,15
5777,34.5,2,2,283.666666666667,1
5778,35,4,2,310.5,1.5
5779,11,1,8,119,2
5780,35,4,2,312,1
5781,11,4,8,112,2.5
5782,15,2,8,142.5,18
5783,34.5,2,2,291,1.5
5784,7.2,1,4.5,115.25,16.5
5785,34.5,2,2,271.5,6.75
5786,35,4,2,312,1
5787,34.5,2,2,272,1
5788,15,2,8,142.5,9
5789,35,4,2,312,1
5790,20,1,2,134,1
5791,34.5,2,2,273.333333333333,2.33333333333333
5792,11,1,8,127.25,6
5793,34.5,2,2,260,1
5794,34.5,2,2,272,2
5795,34.5,2,2,272,27.5
5796,20,1,2,219,1
5797,11,2,8,134,11
5798,11,1,8,170,1
5799,11,2,8,81,1
5800,54,5,2,360,1
5801,13,1,8,71,3
5802,11,1,8,134,3.5
5803,15,2,8,117.666666666667,17.3333333333333
5804,11,1,8,113,2
5805,34.5,2,2,272,37.5
5806,11,1,8,134,14
5807,34.5,2,2,272.5,13.5
5808,32.5,1,5,54,1
5809,34.5,2,2,273.333333333333,3
5810,34.5,2,2,272,3
5811,34.5,2,2,269,26.25
5812,35,4,2,309,1
5813,26.6666666666667,1,5,198.375,2.125
5814,34.5,2,2,272,26
5815,11,1,8,117.6,12.4
5816,34.5,2,2,272,7
5817,34.5,2,2,272,2
5818,11,1,8,112,7
5819,34.5,2,2,273.166666666667,2.66666666666667
5820,13,1,8,119.625,4.375
5821,11,1,8,134,9.5
5822,34.5,2,2,269.5,1
5823,34.5,2,2,271.666666666667,2.5
5824,11,2,8,136,1.5
5825,34.5,2,2,271.75,5
5826,21,1,2,177.5,1
5827,11,1,8,136,8.5
5828,11,1,8,55,8
5829,34.5,2,2,272,1
5830,11,1,8,54,1
5831,29.6666666666667,1,2,250.833333333333,1.16666666666667
5832,11,1,8,113,3.5
5833,11,1,8,112,1.5
5834,13,1,8,140.5,1.5
5835,11,1,8,137.25,1.5
5836,11,1,8,185.5,12
5837,12.5,2,6,120.5,1
5838,34.5,2,2,272,28.5
5839,11,1,8,112,2.5
5840,34.5,2,2,275,1
5841,34.5,2,2,272,11
5842,34.5,2,2,271.666666666667,29.5
5843,34.5,2,2,269.5,2.25
5844,15,2,8,82,48
5845,34.5,2,2,283.666666666667,7.33333333333333
5846,34.5,2,2,271.5,1
5847,29.6666666666667,1,2,262,1.5
5848,34.5,2,2,272,5
5849,34.5,2,2,272,3
5850,15,2,8,121.666666666667,9.33333333333333
5851,11,2,8,97.5,1
5852,15,2,8,82,2
5853,11,4,8,112,9
5854,34.5,2,2,273.333333333333,4.33333333333333
5855,12.5,1,6,112,9
5856,11,1,8,141.5,6
5857,16,1,6.33333333333333,184.75,4.25
5858,34.5,2,2,270.666666666667,1.66666666666667
5859,34.5,2,2,271.2,16.3
5860,34.5,2,2,257,1
5861,11,1,8,125.666666666667,52.3333333333333
5862,34.5,2,2,274.5,2
5863,44.75,1,2,336.714285714286,10
5864,34.5,2,2,272,4.5
5865,34,2,2,232,1
5866,15,2,8,121.666666666667,6
5867,11,1,8,195,2
5868,34.5,2,2,273.5,17.375
5869,34.5,2,2,274,2.5
5870,26.6666666666667,1,8,76.5,3.5
5871,13,1,8,142.5,5
5872,34.5,2,2,272,6.5
5873,34.5,2,2,273.333333333333,4.66666666666667
5874,13,1,8,124,9.33333333333333
5875,18,1,6.2,224.333333333333,6.77777777777778
5876,34.5,2,2,285.666666666667,42
5877,17.3333333333333,1,8.5,222.25,5.25
5878,35,4,2,313,1
5879,34.5,2,2,273.333333333333,4
5880,11,1,8,134,2.5
5881,34.5,2,2,272,1
5882,35,4,2,309.5,1
5883,34.5,2,2,272,2
5884,34.5,2,2,272.5,5.75
5885,34.5,2,2,269.5,2.5
5886,34.5,2,2,273.333333333333,11.8333333333333
5887,11,1,8,113,2
5888,34.5,2,2,272,2
5889,16,1,6.33333333333333,172,2.33333333333333
5890,11,1,8,170,1
5891,11,4,8,112,28
5892,29.6666666666667,1,2,253.333333333333,1.66666666666667
5893,15,2,8,142.5,4
5894,11,4,8,73,2
5895,34.5,2,2,270.666666666667,10.8333333333333
5896,20,1,2,176.5,1
5897,13,1,8,114,1.5
5898,32.5,2,5,81,2
5899,15,2,8,132,1
5900,11,4,8,44,1
5901,24,1,2,278.5,1
5902,15,2,8,142.5,12
5903,34.5,2,2,272,11
5904,34.5,2,2,273.333333333333,12.1666666666667
5905,12.5,2,6,54,1
5906,34.5,2,2,271.75,3.625
5907,50,1,2,331.5,1.5
5908,17,1,7.5,188.25,1.25
5909,43,1,2,329.5,2.5
5910,34.5,2,2,272,5
5911,12,1,7,170.5,1
5912,13,1,8,138.75,3.5
5913,13,1,8,141.5,5.5
5914,34.5,2,2,272,30.5
5915,23,2,6.5,225.25,1.5
5916,20,1,2,219,1
5917,26.6666666666667,1,8,118.666666666667,18.3333333333333
5918,11,1,8,112,8
5919,11,1,8,112,1
5920,34.5,2,2,272,4
5921,11,1,8,112,4.5
5922,13,1,8,132.333333333333,2.5
5923,11,1,8,126.833333333333,2.33333333333333
5924,13,1,8,80,2
5925,34.5,2,2,259.666666666667,7
5926,28,1,2,243.5,2
5927,34.5,2,2,278.142857142857,4.85714285714286
5928,13,1,8,141.5,4.25
5929,11,1,8,113,2
5930,11,1,8,103,1
5931,11,1,8,113,29
5932,13,1,8,106.5,2
5933,11,1,8,112,2.66666666666667
5934,38.5,1,7.5,306,1
5935,34.5,2,2,272,7.5
5936,43,1,2,329.5,1.5
5937,11,2,8,113,1.5
5938,13,1,8,137.25,5.25
5939,34.5,2,2,271,3.875
5940,34.5,2,2,271.75,8.5
5941,34.5,2,2,287.666666666667,3
5942,11,1,8,119,2
5943,34.5,2,2,272.5,1
5944,34.5,2,2,272.5,47.5
5945,34.5,2,2,274,33
5946,32,4,8,280,1
5947,34.5,2,2,286.333333333333,1
5948,34.5,2,2,272,22
5949,20,1,2,176.5,1
5950,13,1,6,273,1
5951,15,2,8,142.5,13
5952,18.6666666666667,1,7.5,213.333333333333,4.33333333333333
5953,13,1,8,68,2
5954,11,2,8,73,1
5955,13,1,8,123,1.5
5956,34.5,2,2,261,1
5957,29.6666666666667,1,2,236.5,1
5958,34.5,2,2,273.5,2.25
5959,34.5,2,2,272,2.5
5960,34.5,2,2,273.333333333333,9
5961,15,2,8,121.666666666667,23.3333333333333
5962,34.5,2,2,293,1
5963,11,1,8,130.5,4.5
5964,11,1,8,134,2
5965,11,1,8,148,2
5966,15,2,8,142.5,18
5967,11,1,8,136,2
5968,11,1,8,134,2.5
5969,13,1,8,140.5,1
5970,11,1,8,53,1
5971,34.5,2,2,272,12
5972,13,1,8,132,6
5973,11,2,8,73,1
5974,21,1,2,220,1
5975,13,1,8,81,6
5976,15,2,8,82,2
5977,11,1,8,112,2
5978,20,1,2,176.5,1.5
5979,11,1,8,86.2,137.2
5980,13,1,8,137.166666666667,22.6666666666667
5981,11,1,8,112,5
5982,27,1,5.66666666666667,178.25,3.75
5983,34.5,2,2,272,2
5984,34.5,2,2,271.5,1.5
5985,34.5,2,2,270.666666666667,15.6666666666667
5986,11,1,8,55,1
5987,34.5,1,8,142.5,20
5988,11,1,8,130.5,7
5989,21.3333333333333,1,5,196.25,3.5
5990,34.5,2,2,272,2.5
5991,13,1,8,142.5,2
5992,15,2,8,142.5,7
5993,44.75,1,2,336.571428571429,1
5994,12,1,7,197.333333333333,6
5995,34.5,2,2,277.857142857143,1
5996,34.5,2,2,269.5,1
5997,54,4,2,361,8
5998,11,1,8,86.75,366.25
5999,20,1,2,176.5,1
6000,34.5,2,2,274,1.5
6001,34.5,2,2,272,1
6002,34.5,2,2,271.5,27.5
6003,11,2,8,119,1
6004,34.5,2,2,278.142857142857,5
6005,29.6666666666667,1,2,218.75,1
6006,20,1,2,134,1
6007,54,4,2,361,3
6008,13,1,8,104.75,2.5
6009,35,4,2,312,2
6010,13,1,8,136.5,9.66666666666667
6011,11,1,8,112,2
6012,11,1,8,209,1
6013,34.5,2,2,278.142857142857,7.85714285714286
6014,15,2,8,142.5,4
6015,27.5,1,2,218,1
6016,20.5,2,8.5,222.25,2.25
6017,34.5,2,2,272,1
6018,11,1,8,61,1.5
6019,32.5,1,5,113,2.5
6020,34.5,1,5,142.5,4.5
6021,11,1,8,145,1.5
6022,34.5,2,2,271.5,52.375
6023,11,2,8,112,1
6024,29.6666666666667,1,2,224.4,1.4
6025,13,1,8,141.5,3.25
6026,25,1,5,258.222222222222,1
6027,13,1,8,63,2
6028,15,2,8,82,10
6029,11,1,8,128.75,1
6030,12,1,7,173.333333333333,1.66666666666667
6031,34.5,2,2,275.888888888889,1
6032,13,1,8,142.5,11
6033,17,2,7.5,196.5,1
6034,13,1,6,345,1
6035,11,2,8,68,1
6036,11,2,8,55,1
6037,13,1,8,124.6,5.4
6038,34.5,2,2,271.666666666667,37.8333333333333
6039,34.5,2,2,272,1
6040,43,1,2,329.5,6
6041,15,2,8,142.5,51.5
6042,6.5,1,8,120,3
6043,29.6666666666667,1,2,242,28.2
6044,13,1,8,118.666666666667,5
6045,34.5,2,2,272,6
6046,11,1,8,134,7
6047,34.5,2,2,272,2
6048,35,4,2,311.5,1
6049,34.5,2,2,273.333333333333,4.66666666666667
6050,12,1,7,161.5,3
6051,13,1,8,138.333333333333,14.3333333333333
6052,34.5,2,2,271.5,7.25
6053,20,1,2,176.5,1
6054,15,2,8,142.5,8.5
6055,13,1,8,137.25,8.25
6056,11,2,8,134,2.5
6057,11,4,8,54,2
6058,20,1,2,176.5,1
6059,34.5,2,2,274,1
6060,13,1,8,142.5,21
6061,43,4,2,372,3
6062,11,1,8,80,2
6063,13,1,8,159.333333333333,6.66666666666667
6064,11,1,8,54,2
6065,11,1,8,134,1.5
6066,11,1,8,127.25,4
6067,18.6666666666667,2,7.5,220.75,3.25
6068,14,1,7,237.333333333333,1.5
6069,34.5,2,2,272,34.5
6070,12.5,2,6,54,1
6071,34.5,2,2,272.5,1
6072,11,2,8,55,1
6073,11,1,8,114,1
6074,15,2,8,142.5,15
6075,15,2,8,142.5,7
6076,34.5,1,8,118.666666666667,7.33333333333333
6077,20,1,2,176.5,1
6078,13,1,8,137.25,22.5
6079,34.5,2,2,269.5,2
6080,34.5,2,2,270.666666666667,1.83333333333333
6081,11,1,8,135,1
6082,28,1,2,218.666666666667,1
6083,43,1,2,330.5,31.5
6084,34.5,2,2,272,1
6085,15,2,8,142.5,3
6086,34.5,2,2,272,2
6087,15,2,8,121.666666666667,3.33333333333333
6088,11,1,8,134,3
6089,15,2,8,142.5,10
6090,34.5,2,2,277,1.42857142857143
6091,34.5,2,2,271.666666666667,29.8333333333333
6092,15,2,8,114,1
6093,11,2,8,134,14
6094,11,1,8,112,5
6095,43.6666666666667,4,2,374,3
6096,34.5,2,2,274,8.5
6097,34.5,2,2,272,18
6098,35,4,2,312,1
6099,34.5,2,2,272,2
6100,34.5,2,2,270.666666666667,2
6101,13,1,8,118.666666666667,12.3333333333333
6102,12,1,7,170.5,6.5
6103,15,2,8,142.5,3.5
6104,11,1,8,141.5,4
6105,11,1,8,112,1
6106,34.5,2,2,274.176470588235,15.8235294117647
6107,35,4,2,312,1
6108,11,1,8,134,9.5
6109,15,2,8,142.5,15
6110,15,2,8,77.6666666666667,7.33333333333333
6111,15,2,8,142.5,15.5
6112,11,1,8,97.3333333333333,2.66666666666667
6113,15.5,1,5,138.666666666667,1
6114,13,1,8,109,4
6115,29.6666666666667,1,2,263.444444444444,23.7777777777778
6116,27,1,5,170.5,1.66666666666667
6117,34.5,2,2,271.75,3.25
6118,34.5,2,2,270.666666666667,1.83333333333333
6119,34.5,2,2,273.333333333333,3.5
6120,22.5,1,5,174.8,1.4
6121,35,4,2,311.5,1
6122,29.6666666666667,1,2,218.75,1
6123,11,1,8,87,2
6124,32.5,1,5,123,1
6125,34,2,2,232,1
6126,34.5,2,2,272,16.5
6127,27.5,1,2,218,1
6128,11,1,8,125.666666666667,52.6666666666667
6129,11,1,8,134,19
6130,34.5,2,2,276.5,35.8571428571429
6131,11,1,8,108,1
6132,34.5,2,2,272,8
6133,11,1,8,112,5.5
6134,11,1,8,121.75,5.25
6135,34.5,2,2,272,12.5
6136,34.5,2,2,273.333333333333,1.66666666666667
6137,20,1,2,176.5,1
6138,33.5,1,2,241,1.66666666666667
6139,34.5,2,2,271.5,2.25
6140,11,1,8,112,1
6141,34.5,2,2,261,1
6142,35,4,2,306.666666666667,1
6143,28,1,2,187.75,1
6144,11,2,8,97.3333333333333,2
6145,34.5,2,2,272,5
6146,34.5,2,2,272.5,4.25
6147,44.75,1,2,324.571428571429,2.42857142857143
6148,54,5,2,360,2
6149,17.5,1,5,143,1.66666666666667
6150,34.5,2,2,275.8,1
6151,34,2,2,234,1
6152,12,1,7,228.666666666667,1.33333333333333
6153,26.6666666666667,1,5,98.4,3.6
6154,29.6666666666667,1,2,244.75,2.75
6155,35,4,2,301,1
6156,34.5,2,2,271.333333333333,1.33333333333333
6157,27.5,1,2,218,7
6158,15,2,8,142.5,20
6159,17,2,7.5,190.5,11
6160,15,2,8,142.5,8
6161,34.5,2,2,272,5.5
6162,13,1,8,137.25,5.75
6163,11,1,8,112.25,12
6164,11,1,8,148,1
6165,13,1,8,137.25,8.75
6166,12,1,7,228.666666666667,2.66666666666667
6167,15,2,8,142.5,4
6168,14,1,8,187.75,1
6169,13,1,8,140.5,3
6170,12,1,7,141.25,1
6171,11,1,8,68,2
6172,13,1,8,141.5,5.25
6173,34.5,2,2,281,1.6
6174,34.5,2,2,272,36.5
6175,20,1,2,176.5,2
6176,34.5,2,2,272,8.5
6177,34.5,2,2,272.5,2.75
6178,34.5,2,2,272,1
6179,34.5,2,2,272,47.5
6180,34.5,2,2,272.5,8.75
6181,34.5,2,2,272.5,15
6182,13,1,8,121,4.33333333333333
6183,12,1,7,181.5,2.16666666666667
6184,17.3333333333333,1,8.5,193.8,4.8
6185,11,1,8,141.5,3.5
6186,13,1,8,110,2
6187,13,1,8,128.428571428571,4.71428571428571
6188,11,1,8,134,8
6189,11,1,8,112,2
6190,11,2,8,134,1
6191,34.5,2,2,283.666666666667,1
6192,11,1,8,113,1
6193,11,2,8,73,1
6194,23,2,5,211.25,1
6195,15,2,8,142.5,7.5
6196,34.5,2,2,273.333333333333,1.83333333333333
6197,11,2,8,119.5,1
6198,7.2,1,4.5,86.7777777777778,6.88888888888889
6199,34.5,2,2,274,10.5
6200,34.5,2,2,273,12
6201,32.5,2,5,81,2
6202,13,1,8,142.5,12.5
6203,35,4,2,309.5,1
6204,34.5,2,2,269.5,7
6205,11,1,8,141.5,3
6206,34.5,2,2,272,13.5
6207,43,1,2,330.5,10.1666666666667
6208,13,1,8,140.5,8
6209,18.6666666666667,2,7.5,221.6,3.8
6210,34.5,2,2,271.857142857143,5.5
6211,13,1,8,141.5,15.75
6212,29.6666666666667,1,2,276.923076923077,1.61538461538462
6213,15,2,8,82,5
6214,34.5,2,2,274,50
6215,13,1,8,140.5,1.5
6216,29.6666666666667,1,2,239.6,3.2
6217,34.5,2,2,271.5,16.5
6218,11,2,8,97.3333333333333,1.33333333333333
6219,11,1,8,128.75,2.5
6220,15,2,8,142.5,43
6221,11,1,8,119,8
6222,11,1,8,119,1.5
6223,12,1,7,170.333333333333,1
6224,15,2,8,82,12
6225,26.6666666666667,1,5,137.5,7.75
6226,11,1,8,134,1
6227,13,1,8,140.5,3
6228,34.5,2,2,269.5,1
6229,34.5,2,2,271.285714285714,2.57142857142857
6230,11,2,8,141.5,3
6231,11,1,8,135,9
6232,15,2,8,142.5,12.5
6233,34.5,2,2,273,49.5
6234,13,1,8,137.25,11.25
6235,43,1,2,260.5,68.3333333333333
6236,34.5,2,2,281,1.2
6237,34.5,2,2,272,18
6238,34.5,2,2,272,1
6239,34.5,2,2,290,2
6240,17.5,1,5,159.5,2.5
6241,34.5,1,5,121.666666666667,3.66666666666667
6242,13,1,8,132,6.5
6243,15,2,8,82,18
6244,13,1,8,141.5,7
6245,34.5,2,2,273,3.5
6246,34.5,2,2,278.142857142857,9.28571428571429
6247,15,2,8,142.5,16
6248,34.5,2,2,286.333333333333,11
6249,34.5,2,2,272,3
6250,11,1,8,195,2
6251,34.5,2,2,272,9
6252,13,1,8,142.5,31.5
6253,15,2,8,140.5,6
6254,15.5,1,5,155.25,1
6255,15,2,8,118.666666666667,6.33333333333333
6256,34.5,2,2,272,1
6257,15,2,8,142.5,8
6258,11,1,8,191,2
6259,43,1,2,338.6,2.8
6260,34.5,2,2,270.666666666667,1.66666666666667
6261,34.5,2,2,271.666666666667,8.83333333333333
6262,26.6666666666667,1,5,121.666666666667,6.66666666666667
6263,11,1,8,141.5,2
6264,34.5,1,5,71,2
6265,15,2,8,121.666666666667,6.33333333333333
6266,29.6666666666667,1,2,250.833333333333,1
6267,15,2,8,142.5,7
6268,34.5,2,2,273.5,133.25
6269,13,1,8,137.25,3.25
6270,13,1,8,129.142857142857,5.14285714285714
6271,21.6666666666667,1,6,160,1.625
6272,29.6666666666667,1,2,250.833333333333,4.5
6273,11,1,8,134,2
6274,34.5,2,2,273,23.5
6275,32.5,1,5,55,1
6276,17.3333333333333,1,8.5,168,8.33333333333333
6277,11,1,8,134,2
6278,17.5,2,6.33333333333333,181.75,3
6279,15,2,8,82,8
6280,34.5,2,2,272,34.5
6281,34.5,2,2,271.666666666667,1.83333333333333
6282,34.5,2,2,272,10
6283,43,1,2,329.5,14
6284,19,1,4.33333333333333,146.7,1
6285,11,1,8,97.3333333333333,2.33333333333333
6286,20,1,2,176.5,1
6287,11,1,8,113,2
6288,11,1,8,119,1.5
6289,15,2,8,142.5,7.5
6290,11,2,8,134,18
6291,34.5,2,2,272,2.5
6292,15,2,8,142.5,19
6293,29.6666666666667,1,2,253.111111111111,1
6294,15,2,8,142.5,6.5
6295,35,4,2,312,1
6296,11,1,8,130.5,1.5
6297,34.5,2,2,270.666666666667,3.33333333333333
6298,15,2,8,142.5,50.5
6299,11,1,8,55,1
6300,11,1,8,109,46.3333333333333
6301,20,1,2,176.5,1
6302,34.5,2,2,286,2
6303,34.5,2,2,270.5,13.625
6304,34.5,2,2,272,1
6305,13,1,8,115.333333333333,3
6306,12.5,2,6,68,2
6307,13,1,8,137.25,3.75
6308,34,2,2,232,1
6309,34.5,2,2,271.666666666667,2
6310,11,1,8,68,3
6311,11,1,8,112,6
6312,34.5,2,2,272,14.5
6313,11,1,8,54,2
6314,15,2,8,142.5,20.5
6315,26.6666666666667,2,5,127.25,1
6316,13,1,8,138.333333333333,3.5
6317,15,2,8,118.666666666667,2
6318,11,1,8,112,3.5
6319,11,2,8,125.666666666667,6.66666666666667
6320,15.5,1,5,159,1.5
6321,12,1,7,183.8,1.6
6322,23,1,6.5,224.75,1.5
6323,34.5,2,2,273.5,5.625
6324,13,1,8,137.25,3.5
6325,24,1,2,278.5,5
6326,13,1,6,309,1
6327,11,1,8,140.5,1
6328,11,1,8,158,3
6329,13,1,8,117.2,7.2
6330,34.5,2,2,269.5,5
6331,11,2,8,54,2
6332,43,1,2,330.5,1.66666666666667
6333,22.5,4,7,304,1
6334,20.5,1,2,134.5,1
6335,29.6666666666667,1,2,265.125,2.375
6336,13,1,8,132.333333333333,2.66666666666667
6337,13,1,8,137.25,10.25
6338,34.5,2,2,273.333333333333,1.83333333333333
6339,15,2,8,142.5,25
6340,13,1,8,132,5
6341,11,2,8,141.5,1
6342,11,1,8,186.333333333333,18
6343,20,1,2,176.5,1
6344,15,2,8,132,1.5
6345,43,1,2,329.5,10.5
6346,13,1,8,137.25,37.25
6347,14,1,8,232.25,1
6348,15,2,8,142.5,4
6349,29.6666666666667,1,2,218.75,1
6350,27.5,1,2,218,1
6351,12.5,2,6,68,1
6352,43,1,2,330.5,19.1666666666667
6353,35,4,2,312,1
6354,34.5,2,2,290.5,2
6355,11,1,8,54,1
6356,54,4,2,361,1
6357,13,1,8,132,1.5
6358,17.5,1,5,124.75,3.5
6359,34.5,2,2,269.5,1
6360,8.5,2,4.5,55,1
6361,34.5,2,2,272,18.5
6362,12.5,2,6,54,1
6363,17.6666666666667,1,5.66666666666667,186,1.2
6364,11,1,8,54,1
6365,46.5,1,2,327,5
6366,12.6666666666667,1,6,155.666666666667,2
6367,35,4,2,312,1
6368,34,2,2,229.5,1
6369,15,2,8,141.5,3.5
6370,34.5,2,2,274,1.25
6371,34.5,2,2,272,1
6372,13,1,8,137.25,13
6373,34.5,2,2,274,3
6374,13,1,8,167,2
6375,11,1,8,118.6,2.4
6376,12,1,7,141.25,2.75
6377,15,2,8,142.5,5
6378,20.5,2,8.5,235,1
6379,34.5,2,2,270,8.33333333333333
6380,34.5,2,2,278.142857142857,5.14285714285714
6381,11,1,8,99.5,3.5
6382,35,4,2,312,1
6383,15,2,8,142.5,56.5
6384,13,1,6,309,1
6385,11,1,8,112,1.5
6386,21,1,2,177.5,1
6387,34.5,2,2,284,1
6388,26.6666666666667,1,5,121,12
6389,12,1,7,141.25,1
6390,15,2,8,137.25,5
6391,34.5,2,2,273.333333333333,2.33333333333333
6392,30,5,9,133,1
6393,12.5,2,6,68,1
6394,11,1,8,171,2
6395,34.5,2,2,269.5,2.25
6396,34.5,2,2,272,1
6397,13,1,8,115.333333333333,27
6398,35,4,2,312,1
6399,15.6666666666667,1,7,188,1
6400,34.5,2,2,272,10
6401,34.5,2,2,271.666666666667,37.6666666666667
6402,34.5,2,2,272,1
6403,34.5,2,2,273.333333333333,2.5
6404,34.5,2,2,271.666666666667,1
6405,11,2,8,81,8
6406,13,1,8,132,2
6407,43,1,2,329.5,3
6408,34.5,2,2,277.071428571429,34.2857142857143
6409,11,1,8,98.5,1
6410,11,1,8,113,2
6411,34.5,2,2,277,1.71428571428571
6412,13,1,8,137.25,12.5
6413,13,1,8,142.5,9
6414,13,1,6,309,1
6415,32.5,1,5,113,1
6416,11,1,8,117,4
6417,18.6666666666667,2,7.5,204.6,8
6418,11,1,8,170,1
6419,15,2,8,142.5,10
6420,26.6666666666667,1,5,117.166666666667,10.1666666666667
6421,13,1,8,137.25,11.25
6422,12,1,7,216.25,2
6423,35,4,2,301,1
6424,11,2,8,164,1
6425,34.5,2,2,272,5.5
6426,29,1,9,132,2
6427,35,4,2,312.2,1.8
6428,12.5,2,6,68,3
6429,11,1,8,148,4
6430,34,2,2,229.5,1
6431,11,1,8,119,2
6432,34.5,2,2,272,15
6433,34.5,2,2,286.666666666667,13.3333333333333
6434,25,1,5.5,176,1.5
6435,15,2,8,81,2
6436,34.5,2,2,274,7
6437,13,1,8,133.571428571429,2.71428571428571
6438,11,1,8,112,1
6439,13,1,8,138.75,3.5
