id,max_et,max_st,max_rt,max_lf,max_vol
6014,15,2,8,203,5
6015,35,1,2,301,1
6016,26,2,9,349,6
6017,35,2,2,312,1
6018,11,1,8,68,2
6019,54,1,8,171,3
6020,54,1,8,203,6
6021,11,1,8,207,2
6022,35,2,2,314,125
6023,11,2,8,170,1
6024,35,1,2,301,2
6025,15,1,8,203,5
6026,35,1,8,315,1
6027,15,1,8,63,2
6028,15,2,8,82,10
6029,11,1,8,206,1
6030,13,1,8,273,2
6031,35,2,2,314,1
6032,15,1,8,203,12
6033,23,2,8,306,1
6034,13,1,6,345,1
6035,11,2,8,68,1
6036,11,2,8,55,1
6037,15,1,8,203,16
6038,35,2,2,314,43
6039,35,2,2,312,1
6040,44,1,2,376,9
6041,15,2,8,203,62
6042,11,1,8,170,6
6043,35,1,2,310,39
6044,15,1,8,203,10
6045,35,2,2,312,6
6046,11,1,8,195,9
6047,35,2,2,312,3
6048,35,4,2,315,1
6049,35,2,2,315,7
6050,13,1,8,345,4
6051,15,1,8,203,64
6052,35,2,2,314,11
6053,20,1,2,219,1
6054,15,2,8,203,12
6055,15,1,8,203,30
6056,11,2,8,195,3
6057,11,4,8,54,2
6058,20,1,2,219,1
6059,35,2,2,315,1
6060,15,1,8,203,28
6061,44,4,2,376,3
6062,11,1,8,80,2
6063,15,1,8,203,12
6064,11,1,8,54,2
6065,11,1,8,195,2
6066,11,1,8,201,7
6067,23,2,8,306,6
6068,18,1,10,345,3
6069,35,2,2,312,42
6070,14,2,8,54,1
6071,35,2,2,313,1
6072,11,2,8,55,1
6073,11,1,8,172,1
6074,15,2,8,203,20
6075,15,2,8,203,10
6076,54,1,8,203,16
6077,20,1,2,219,1
6078,15,1,8,203,52
6079,35,2,2,312,2
6080,35,2,2,313,3
6081,11,1,8,196,1
6082,35,1,2,301,1
6083,44,1,2,376,40
6084,35,2,2,312,1
6085,15,2,8,203,5
6086,35,2,2,312,2
6087,15,2,8,203,5
6088,11,1,8,195,3
6089,15,2,8,203,14
6090,35,2,2,315,2
6091,35,2,2,314,55
6092,15,2,8,172,1
6093,11,2,8,195,17
6094,11,1,8,170,5
6095,45,4,2,378,4
6096,35,2,2,315,9
6097,35,2,2,312,19
6098,35,4,2,312,1
6099,35,2,2,312,2
6100,35,2,2,313,3
6101,15,1,8,203,33
6102,13,1,8,273,12
6103,15,2,8,203,6
6104,11,1,8,203,6
6105,11,1,8,170,1
6106,35,2,2,316,54
6107,35,4,2,312,1
6108,11,1,8,195,11
6109,15,2,8,203,16
6110,15,2,8,82,17
6111,15,2,8,203,29
6112,11,1,8,170,4
6113,20,1,8,219,1
6114,15,1,8,167,4
6115,35,1,2,314,51
6116,36,1,8,237,2
6117,35,2,2,315,5
6118,35,2,2,313,3
6119,35,2,2,315,4
6120,34,1,8,232,3
6121,35,4,2,315,1
6122,35,1,2,301,1
6123,11,1,8,87,2
6124,54,1,8,183,1
6125,34,2,2,232,1
6126,35,2,2,312,20
6127,35,1,2,301,1
6128,11,1,8,195,74
6129,11,1,8,195,20
6130,35,2,2,315,151
6131,11,1,8,166,1
6132,35,2,2,312,8
6133,11,1,8,170,6
6134,11,1,8,191,9
6135,35,2,2,312,13
6136,35,2,2,315,2
6137,20,1,2,219,1
6138,47,1,2,370,3
6139,35,2,2,314,4
6140,11,1,8,170,1
6141,35,2,2,301,1
6142,35,4,2,312,1
6143,35,1,2,301,1
6144,11,2,8,170,3
6145,35,2,2,312,5
6146,35,2,2,313,8
6147,50,1,2,376,4
6148,54,5,2,360,2
6149,20,1,8,219,3
6150,35,2,2,312,1
6151,34,2,2,234,1
6152,13,1,8,345,2
6153,54,1,8,203,8
6154,35,1,2,312,5
6155,35,4,2,301,1
6156,35,2,2,315,2
6157,35,1,2,301,7
6158,15,2,8,203,20
6159,23,2,8,306,12
6160,15,2,8,203,12
6161,35,2,2,312,6
6162,15,1,8,203,13
6163,11,1,8,191,24
6164,11,1,8,209,1
6165,15,1,8,203,22
6166,13,1,8,345,4
6167,15,2,8,203,4
6168,18,1,10,273,1
6169,15,1,8,201,4
6170,13,1,8,273,1
6171,11,1,8,68,2
6172,15,1,8,203,6
6173,35,2,2,315,2
6174,35,2,2,312,37
6175,20,1,2,219,2
6176,35,2,2,312,9
6177,35,2,2,313,5
6178,35,2,2,312,1
6179,35,2,2,312,52
6180,35,2,2,313,10
6181,35,2,2,313,23
6182,15,1,8,201,8
6183,13,1,8,345,4
6184,26,1,9,349,13
6185,11,1,8,202,4
6186,15,1,8,168,3
6187,15,1,8,203,22
6188,11,1,8,195,9
6189,11,1,8,170,2
6190,11,2,8,195,1
6191,35,2,2,312,1
6192,11,1,8,171,1
6193,11,2,8,73,1
6194,35,2,8,354,1
6195,15,2,8,203,11
6196,35,2,2,315,2
6197,11,2,8,171,1
6198,15,1,8,201,24
6199,35,2,2,314,13
6200,35,2,2,314,28
6201,54,2,8,81,2
6202,15,1,8,203,17
6203,35,4,2,312,1
6204,35,2,2,312,14
6205,11,1,8,202,4
6206,35,2,2,312,14
6207,44,1,2,376,13
6208,15,1,8,201,10
6209,23,2,8,306,7
6210,35,2,2,316,14
6211,15,1,8,203,36
6212,35,1,2,315,2
6213,15,2,8,82,5
6214,35,2,2,315,76
6215,15,1,8,201,2
6216,35,1,2,312,7
6217,35,2,2,314,31
6218,11,2,8,170,2
6219,11,1,8,205,4
6220,15,2,8,203,80
6221,11,1,8,170,8
6222,11,1,8,170,2
6223,13,1,8,273,1
6224,15,2,8,82,12
6225,54,1,8,203,37
6226,11,1,8,195,1
6227,15,1,8,201,4
6228,35,2,2,312,1
6229,35,2,2,315,5
6230,11,2,8,202,4
6231,11,1,8,196,9
6232,15,2,8,203,17
6233,35,2,2,313,50
6234,15,1,8,203,23
6235,44,1,2,376,157
6236,35,2,2,315,2
6237,35,2,2,312,19
6238,35,2,2,312,1
6239,35,2,2,312,3
6240,20,1,8,219,4
6241,54,1,8,203,8
6242,15,1,8,193,9
6243,15,2,8,82,18
6244,15,1,8,203,16
6245,35,2,2,313,4
6246,35,2,2,315,18
6247,15,2,8,203,20
6248,35,2,2,315,20
6249,35,2,2,312,3
6250,11,1,8,195,2
6251,35,2,2,312,9
6252,15,1,8,203,39
6253,15,2,8,201,6
6254,20,1,8,219,1
6255,15,2,8,203,10
6256,35,2,2,312,1
6257,15,2,8,203,8
6258,11,1,8,191,2
6259,44,1,2,376,3
6260,35,2,2,313,2
6261,35,2,2,314,26
6262,54,1,8,203,17
6263,11,1,8,202,2
6264,54,1,8,71,2
6265,15,2,8,203,14
6266,35,1,2,312,1
6267,15,2,8,203,8
6268,35,2,2,315,298
6269,15,1,8,203,5
6270,15,1,8,203,15
6271,28,1,9,319,2
6272,35,1,2,312,12
6273,11,1,8,195,2
6274,35,2,2,314,44
6275,54,1,8,55,1
6276,26,1,9,276,14
6277,11,1,8,195,2
6278,23,2,8,306,12
6279,15,2,8,82,8
6280,35,2,2,312,35
6281,35,2,2,314,4
6282,35,2,2,312,13
6283,44,1,2,376,21
6284,23,1,7,346,1
6285,11,1,8,170,4
6286,20,1,2,219,1
6287,11,1,8,171,2
6288,11,1,8,170,2
6289,15,2,8,203,12
6290,11,2,8,195,27
6291,35,2,2,312,3
6292,15,2,8,203,24
6293,35,1,2,313,1
6294,15,2,8,203,12
6295,35,4,2,312,1
6296,11,1,8,191,2
6297,35,2,2,313,5
6298,15,2,8,203,65
6299,11,1,8,55,1
6300,11,1,8,170,92
6301,20,1,2,219,1
6302,35,2,2,313,3
6303,35,2,2,314,44
6304,35,2,2,312,1
6305,15,1,8,193,4
6306,14,2,8,68,2
6307,15,1,8,203,6
6308,34,2,2,232,1
6309,35,2,2,314,3
6310,11,1,8,68,3
6311,11,1,8,170,6
6312,35,2,2,312,17
6313,11,1,8,54,2
6314,15,2,8,203,22
6315,35,2,8,211,1
6316,15,1,8,203,8
6317,15,2,8,203,3
6318,11,1,8,170,4
6319,11,2,8,195,12
6320,20,1,8,219,2
6321,13,1,8,345,2
6322,39,1,8,379,2
6323,35,2,2,316,10
6324,15,1,8,203,6
6325,24,1,2,318,5
6326,13,1,6,345,1
6327,11,1,8,201,1
6328,11,1,8,207,10
6329,15,1,8,193,18
6330,35,2,2,312,10
6331,11,2,8,54,2
6332,44,1,2,376,2
6333,23,4,7,306,1
6334,21,1,2,135,1
6335,35,1,2,314,5
6336,15,1,8,203,4
6337,15,1,8,203,27
6338,35,2,2,315,2
6339,15,2,8,203,36
6340,15,1,8,193,6
6341,11,2,8,202,1
6342,11,1,8,207,52
6343,20,1,2,219,1
6344,15,2,8,193,2
6345,44,1,2,376,19
6346,15,1,8,203,66
6347,18,1,10,333,1
6348,15,2,8,203,6
6349,35,1,2,301,1
6350,35,1,2,301,1
6351,14,2,8,68,1
6352,44,1,2,376,31
6353,35,4,2,312,1
6354,35,2,2,315,5
6355,11,1,8,54,1
6356,54,4,2,362,1
6357,15,1,8,193,2
6358,20,1,8,203,8
6359,35,2,2,312,1
6360,11,2,8,55,1
6361,35,2,2,312,20
6362,14,2,8,54,1
6363,22,1,8,305,2
6364,11,1,8,54,1
6365,47,1,2,370,9
6366,14,1,8,345,3
6367,35,4,2,312,1
6368,34,2,2,232,1
6369,15,2,8,203,8
6370,35,2,2,315,2
6371,35,2,2,312,1
6372,15,1,8,203,32
6373,35,2,2,314,4
6374,15,1,8,167,2
6375,11,1,8,202,4
6376,13,1,8,273,4
6377,15,2,8,203,6
6378,26,2,9,349,1
6379,35,2,2,312,14
6380,35,2,2,315,7
6381,11,1,8,157,4
6382,35,4,2,312,1
6383,15,2,8,203,98
6384,13,1,6,345,1
6385,11,1,8,170,2
6386,21,1,2,220,1
6387,35,2,2,315,1
6388,54,1,8,201,24
6389,13,1,8,273,1
6390,15,2,8,203,14
6391,35,2,2,315,4
6392,30,5,9,133,1
6393,14,2,8,68,1
6394,11,1,8,171,2
6395,35,2,2,312,3
6396,35,2,2,312,1
6397,15,1,8,193,69
6398,35,4,2,312,1
6399,23,1,8,273,1
6400,35,2,2,312,11
6401,35,2,2,314,67
6402,35,2,2,312,1
6403,35,2,2,315,7
6404,35,2,2,314,1
6405,11,2,8,81,8
6406,15,1,8,193,2
6407,44,1,2,376,3
6408,35,2,2,315,88
6409,11,1,8,156,1
6410,11,1,8,171,2
6411,35,2,2,315,3
6412,15,1,8,203,41
6413,15,1,8,203,10
6414,13,1,6,345,1
6415,54,1,8,171,1
6416,11,1,8,182,7
6417,23,2,8,306,16
6418,11,1,8,170,1
6419,15,2,8,203,16
6420,54,1,8,201,47
6421,15,1,8,203,21
6422,13,1,8,345,2
6423,35,4,2,301,1
6424,11,2,8,164,1
6425,35,2,2,312,9
6426,29,1,9,132,2
6427,35,4,2,315,4
6428,14,2,8,68,3
6429,11,1,8,209,4
6430,34,2,2,232,1
6431,11,1,8,170,3
6432,35,2,2,312,17
6433,35,2,2,314,25
6434,30,1,9,219,2
6435,15,2,8,82,3
6436,35,2,2,314,7
6437,15,1,8,198,5
6438,11,1,8,170,1
6439,15,1,8,201,6
6440,15,1,8,193,32
6441,35,2,2,315,9
6442,15,2,8,203,5
6443,15,1,8,203,40
6444,35,2,2,315,6
6445,11,1,8,195,5
6446,11,1,8,195,6
6447,11,1,8,170,2
6448,35,2,2,314,3
6449,35,2,2,315,6
6450,11,1,8,54,3
6451,35,2,2,301,2
6452,15,2,8,203,5
6453,35,2,2,314,27
6454,20,1,2,219,1
6455,11,1,8,170,2
6456,15,2,8,193,4
6457,11,1,8,195,1
6458,15,1,8,203,15
6459,20,1,2,219,1
6460,11,1,8,170,2
6461,35,2,2,316,16
6462,21,1,8,220,22
6463,35,2,2,315,1
6464,15,1,8,203,16
6465,11,1,8,195,4
6466,13,1,8,273,2
6467,31,4,8,279,1
6468,11,2,8,195,1
6469,15,1,8,203,27
6470,44,2,2,376,3
6471,44,1,2,376,55
6472,15,2,8,203,50
6473,23,2,8,306,6
6474,35,2,2,312,1
6475,15,1,8,203,40
6476,35,2,2,315,7
6477,35,2,2,312,12
6478,35,2,2,315,38
6479,35,2,2,314,18
6480,15,2,8,203,15
6481,35,2,2,312,1
6482,54,4,2,362,2
6483,44,1,2,376,3
6484,15,1,8,203,12
6485,35,2,2,312,11
6486,35,2,2,315,5
6487,18,1,10,273,1
6488,11,2,8,54,3
6489,15,2,8,203,10
6490,35,2,2,312,3
6491,20,1,8,219,20
6492,11,1,8,195,3
6493,11,1,8,51,1
6494,11,1,8,71,1
6495,11,2,8,170,4
6496,35,1,2,312,3
6497,23,1,8,306,2
6498,35,2,2,312,3
6499,35,2,2,312,3
6500,35,2,2,312,1
6501,11,2,8,181,1
6502,35,4,2,312,2
6503,35,2,2,312,2
6504,35,2,2,312,2
6505,54,1,8,193,2
6506,50,4,2,374,4
6507,15,2,8,203,18
6508,11,1,8,209,5
6509,35,2,2,315,6
6510,11,1,8,170,5
6511,35,2,2,316,17
6512,35,4,2,313,2
6513,15,2,8,203,34
6514,54,1,8,306,1
6515,15,1,8,203,63
6516,35,2,2,316,30
6517,15,1,8,201,4
6518,35,1,2,301,1
6519,15,2,8,80,1
6520,54,1,8,191,9
6521,11,1,8,170,1
6522,44,1,2,376,8
6523,35,2,2,313,24
6524,20,1,2,134,1
6525,11,1,8,195,2
6526,14,1,8,273,5
6527,11,1,8,55,1
6528,20,1,8,219,4
6529,20,1,8,219,16
6530,23,2,8,306,2
6531,35,2,2,314,52
6532,35,2,2,312,24
6533,13,1,8,273,1
6534,11,1,8,171,13
6535,20,1,2,134,1
6536,35,2,2,316,37
6537,15,2,8,203,10
6538,54,1,8,82,2
6539,15,2,8,203,4
6540,35,2,2,313,34
6541,22,2,8,304,2
6542,35,2,2,313,6
6543,15,1,8,203,22
6544,13,1,8,345,6
6545,18,1,10,273,1
6546,35,2,2,312,2
6547,54,1,8,203,36
6548,11,2,8,54,1
6549,22,2,8,304,2
6550,15,1,8,203,12
6551,15,2,8,203,20
6552,14,2,8,47,2
6553,21,1,2,220,1
6554,54,1,8,203,89
6555,15,1,8,203,30
6556,35,2,2,313,116
6557,35,1,2,301,2
6558,11,1,8,195,6
6559,35,2,2,312,5
6560,15,1,8,203,12
6561,15,2,8,203,23
6562,40,2,8,162,5
6563,23,1,8,306,2
6564,15,2,8,203,20
6565,15,2,8,203,4
6566,11,1,8,191,2
6567,15,2,8,203,20
6568,35,2,2,312,3
6569,11,2,8,54,15
6570,40,1,6,273,1
6571,35,2,2,315,3
6572,11,2,8,170,1
6573,35,2,2,315,10
6574,20,1,8,219,1
6575,15,2,8,201,2
6576,35,2,2,312,1
6577,11,1,8,206,4
6578,35,2,2,312,9
6579,35,1,2,301,1
6580,15,1,8,203,4
6581,15,2,8,82,12
6582,15,1,8,203,22
6583,35,2,2,312,4
6584,35,2,2,312,2
6585,11,1,8,209,17
6586,21,1,8,195,10
6587,35,2,2,316,58
6588,35,2,2,315,5
6589,15,1,8,203,47
6590,20,1,2,134,1
6591,11,1,8,201,2
6592,35,2,2,312,1
6593,11,1,8,195,74
6594,15,1,8,193,22
6595,11,1,8,170,4
6596,35,2,2,312,9
6597,11,2,8,68,6
6598,35,2,2,314,86
6599,35,2,2,312,4
6600,54,1,8,203,6
6601,11,1,8,191,5
6602,15,2,8,203,16
6603,11,1,8,170,31
6604,54,4,2,362,1
6605,35,2,2,315,6
6606,11,2,8,195,8
6607,15,2,8,201,16
6608,11,1,8,80,2
6609,11,1,8,209,1
6610,23,1,8,306,4
6611,23,1,8,306,1
6612,35,2,2,312,6
6613,20,1,8,219,1
6614,35,2,2,316,77
6615,11,1,8,195,2
6616,13,1,8,273,2
6617,11,1,8,170,2
6618,35,2,2,315,5
6619,35,2,2,315,6
6620,15,2,8,193,6
6621,13,1,8,345,3
6622,15,2,8,203,20
6623,15,2,8,203,32
6624,35,2,2,312,4
6625,35,2,2,312,6
6626,21,1,2,220,1
6627,11,1,8,202,4
6628,15,1,8,203,14
6629,15,2,8,203,41
6630,35,2,2,316,61
6631,11,1,8,171,9
6632,35,4,2,301,2
6633,28,1,9,212,3
6634,15,2,8,203,16
6635,50,1,2,376,10
6636,11,1,8,73,1
6637,11,1,8,195,5
6638,15,2,8,201,34
6639,35,2,2,312,4
6640,20,1,2,219,1
6641,35,2,2,313,50
6642,35,4,2,313,1
6643,54,1,8,205,1
6644,11,1,8,170,2
6645,11,1,8,170,3
6646,11,2,8,54,2
6647,30,5,9,133,1
6648,15,2,8,80,3
6649,15,2,8,203,18
6650,35,2,2,312,4
6651,15,2,8,203,6
6652,35,2,2,313,3
6653,11,1,8,170,183
6654,11,1,8,171,1
6655,35,2,2,312,3
6656,35,2,2,315,2
6657,35,2,2,315,3
6658,54,2,8,362,6
6659,35,2,2,312,1
6660,35,2,2,313,2
6661,28,1,9,240,10
6662,15,2,8,203,26
6663,11,1,8,202,4
6664,20,1,2,219,1
6665,11,1,8,170,1
6666,15,1,8,203,17
6667,20,1,2,134,3
6668,44,1,2,376,7
6669,35,2,2,312,7
6670,35,2,2,312,2
6671,11,1,8,161,1
6672,15,1,8,167,2
6673,35,2,2,312,1
6674,35,2,2,312,1
6675,44,2,2,376,2
6676,14,1,8,170,8
6677,35,2,2,312,2
6678,15,2,8,193,38
6679,11,1,8,170,3
6680,15,1,8,193,31
6681,11,1,8,161,1
6682,15,1,8,203,6
6683,35,4,2,314,1
6684,11,1,8,195,5
6685,35,2,2,316,55
6686,10,5,3,37,1
6687,35,2,2,315,289
6688,15,2,8,203,10
6689,35,2,2,315,17
6690,15,2,8,203,48
6691,44,1,2,376,3
6692,15,2,8,203,2
6693,15,1,8,82,2
6694,15,1,8,203,8
6695,54,1,8,203,58
6696,35,2,2,315,3
6697,11,2,8,87,1
6698,15,1,8,203,14
6699,47,1,2,370,10
6700,35,2,2,310,27
6701,35,2,2,313,4
6702,35,2,2,313,2
6703,11,1,8,191,4
6704,35,2,2,312,56
6705,28,1,9,212,1
6706,15,2,8,203,26
6707,35,2,2,315,9
6708,11,1,8,170,2
6709,15,2,8,203,6
6710,15,2,8,71,1
6711,15,1,8,203,16
6712,11,1,8,170,1
6713,35,2,2,313,10
6714,35,2,2,313,154
6715,11,1,8,196,1
6716,50,1,2,289,1
6717,20,1,2,219,2
6718,11,1,8,68,1
6719,15,2,8,203,14
6720,11,1,8,73,4
6721,35,2,2,310,2
6722,35,2,2,312,33
6723,35,2,2,312,2
6724,15,1,8,193,3
6725,11,1,8,170,4
6726,50,4,2,374,2
6727,15,1,8,203,205
6728,50,4,2,374,1
6729,44,1,2,376,8
6730,11,1,8,195,10
6731,35,4,2,312,1
6732,11,1,8,170,3
6733,15,1,8,203,8
6734,11,1,8,55,1
6735,23,1,8,306,6
6736,11,1,8,188,2
6737,15,2,8,63,2
6738,11,1,8,202,6
6739,23,2,8,306,8
6740,26,2,9,349,3
6741,13,1,8,273,5
6742,50,2,2,374,1
6743,15,2,8,82,2
6744,15,2,8,203,4
6745,11,1,8,209,1
6746,11,1,8,171,2
6747,15,2,8,80,2
6748,10,4,3,154,1
6749,11,1,8,173,1
6750,15,1,8,203,40
6751,35,2,2,312,1
6752,54,2,8,362,3
6753,35,2,2,313,76
6754,11,1,8,170,1
6755,35,4,2,315,1
6756,11,1,8,206,19
6757,11,1,8,195,9
6758,35,2,2,315,4
6759,35,2,2,312,3
6760,11,1,8,170,8
6761,35,1,2,301,2
6762,11,1,8,170,2
6763,15,2,8,203,10
6764,26,2,9,349,12
6765,15,2,8,203,12
6766,11,1,8,209,5
6767,35,2,2,314,19
6768,15,1,8,203,299
6769,15,1,8,203,4
6770,23,1,8,306,5
6771,11,1,8,170,1
6772,10,4,3,39,4
6773,34,2,2,232,1
6774,31,4,8,279,1
6775,15,1,8,193,91
6776,15,1,8,201,3
6777,35,2,2,312,4
6778,20,1,2,134,1
6779,35,2,2,312,2
6780,23,2,8,306,1
6781,54,1,8,167,1
6782,35,1,2,301,1
6783,35,2,2,315,2
6784,15,1,8,193,4
6785,35,2,2,313,5
6786,35,2,2,312,7
6787,35,2,2,312,14
6788,24,1,8,239,34
6789,35,2,2,316,3
6790,10,4,3,154,6
6791,35,2,2,312,5
6792,11,1,8,195,14
6793,15,2,8,203,39
6794,13,1,8,345,2
6795,35,1,2,312,1
6796,15,1,8,80,6
6797,35,2,2,315,4
6798,44,1,2,376,10
6799,15,2,8,203,12
6800,11,1,8,170,12
6801,15,1,8,203,8
6802,15,2,8,80,2
6803,15,2,8,82,6
6804,35,2,2,313,3
6805,35,2,2,312,5
6806,15,1,8,82,48
6807,23,4,7,306,2
6808,15,1,8,203,20
6809,11,2,8,209,2
6810,35,2,2,313,1
6811,35,2,2,315,7
6812,35,2,2,314,73
6813,11,1,8,195,2
6814,15,2,8,203,18
6815,35,2,2,315,8
6816,11,1,8,202,3
6817,44,1,2,376,6
6818,13,1,8,345,2
6819,15,2,8,203,2
6820,35,2,2,312,24
6821,35,1,2,312,13
6822,15,2,8,193,3
6823,11,2,8,76,8
6824,11,2,8,195,1
6825,35,2,2,314,1
6826,11,1,8,170,2
6827,11,1,8,195,2
6828,35,2,2,312,5
6829,35,1,2,301,2
6830,35,2,2,312,20
6831,11,1,8,68,1
6832,15,1,8,203,2
6833,54,1,8,170,172
6834,11,1,8,170,3
6835,11,2,8,171,1
6836,20,1,2,219,1
6837,35,2,2,310,26
6838,35,2,2,312,3
6839,15,2,8,203,8
6840,15,2,8,203,30
6841,35,2,2,316,61
6842,35,2,2,312,4
6843,35,2,2,316,167
6844,11,1,8,170,1
6845,35,2,2,313,13
6846,15,2,8,193,3
6847,35,2,2,313,4
6848,50,1,2,374,1
6849,13,1,8,273,2
6850,11,1,8,195,45
6851,35,2,2,315,53
6852,15,1,8,201,2
6853,35,2,2,313,17
6854,11,1,8,195,2
6855,35,1,8,354,1
6856,35,2,2,310,36
6857,11,1,8,170,6
6858,15,2,8,203,14
6859,15,1,8,201,32
6860,15,2,8,203,4
6861,44,1,2,376,13
6862,11,1,8,44,1
6863,15,2,8,203,16
6864,35,1,8,160,2
6865,11,1,8,54,1
6866,35,2,2,310,1
6867,11,1,8,195,1
6868,15,2,8,203,59
6869,11,2,8,40,1
6870,11,1,8,209,11
6871,35,2,2,312,8
6872,11,1,8,170,5
6873,13,1,6,345,1
6874,35,2,2,315,5
6875,35,2,2,315,16
6876,11,1,8,195,3
6877,15,2,8,203,12
6878,15,1,8,171,3
6879,35,2,2,314,2
6880,15,1,8,201,47
6881,35,2,2,312,1
6882,35,2,2,313,5
6883,54,1,8,201,3
6884,35,2,2,312,2
6885,20,1,8,219,2
6886,11,2,8,55,6
6887,20,1,8,219,36
6888,24,1,2,318,2
6889,35,2,2,312,4
6890,11,1,8,206,3
6891,11,1,8,195,4
6892,15,1,8,193,5
6893,35,4,2,312,1
6894,11,1,8,171,2
6895,44,1,2,376,5
6896,44,1,2,376,3
6897,11,1,8,54,1
6898,15,2,8,203,6
6899,11,1,8,171,1
6900,15,1,8,193,29
6901,54,1,8,198,3
6902,15,2,8,203,11
6903,11,1,8,170,19
6904,15,2,8,82,4
6905,11,1,8,170,2
6906,35,2,2,315,2
6907,35,1,2,301,1
6908,35,2,2,312,4
6909,15,2,8,203,22
6910,35,4,2,315,1
6911,40,2,8,194,1
6912,13,1,8,273,1
6913,35,2,2,312,39
6914,15,1,8,68,11
6915,35,1,2,301,1
6916,11,1,8,170,1
6917,35,2,2,315,3
6918,35,2,2,312,3
6919,35,2,2,314,3
6920,15,1,8,193,7
6921,13,1,8,273,8
6922,11,4,8,170,2
6923,35,2,2,315,124
6924,11,2,8,55,1
6925,35,2,2,316,102
6926,11,1,8,171,9
6927,35,2,2,312,61
6928,15,1,8,203,108
6929,23,2,8,306,2
6930,35,2,2,312,4
6931,35,2,2,315,19
6932,13,1,8,273,3
6933,35,2,2,312,8
6934,15,2,8,203,12
6935,11,1,8,171,2
6936,11,1,8,195,9
6937,35,2,2,315,14
6938,24,1,2,318,3
6939,35,2,2,313,8
6940,50,4,2,376,2
6941,20,1,2,219,1
6942,35,2,8,312,2
6943,35,2,8,312,1
6944,10,4,3,39,8
6945,13,1,6,345,1
6946,11,2,8,54,1
6947,35,2,2,314,8
6948,13,1,8,345,2
6949,35,2,2,312,45
6950,11,1,8,187,2
6951,15,1,8,201,6
6952,11,1,8,195,3
6953,35,2,2,312,11
6954,15,2,8,203,2
6955,15,1,8,203,50
6956,11,1,8,201,9
6957,11,2,8,68,1
6958,11,2,8,68,1
6959,35,1,8,312,2
6960,15,1,8,201,8
6961,20,1,2,219,2
6962,35,1,8,312,10
6963,35,4,2,312,1
6964,11,1,8,191,13
6965,54,1,8,193,2
6966,11,1,8,170,3
6967,23,2,8,306,2
6968,35,2,2,312,13
6969,35,2,2,312,7
6970,35,2,2,314,15
6971,30,5,9,218,6
6972,15,2,8,203,18
6973,11,1,8,193,3
6974,11,1,8,195,95
6975,15,2,8,82,4
6976,54,2,8,203,23
6977,15,2,8,203,20
6978,35,2,2,313,40
6979,20,1,2,219,1
6980,35,2,2,313,3
6981,39,1,8,297,2
6982,11,4,8,68,1
6983,15,2,8,203,78
6984,20,1,2,219,1
6985,35,2,2,312,2
6986,15,1,8,203,79
6987,35,2,2,314,82
6988,35,2,2,315,5
6989,13,1,8,273,5
6990,15,2,8,82,5
6991,23,1,8,306,4
6992,54,1,8,362,181
6993,35,2,2,315,2
6994,11,2,8,179,2
6995,15,1,8,203,34
6996,20,1,2,219,1
6997,15,1,8,203,3
6998,15,2,8,203,4
6999,35,2,2,315,12
7000,15,2,8,203,12
7001,15,2,8,203,20
7002,11,2,8,202,2
7003,15,1,8,203,50
7004,35,2,2,312,16
7005,23,4,7,306,2
7006,15,2,8,203,16
7007,11,1,8,195,1
7008,15,2,8,203,58
7009,35,2,2,312,3
7010,15,1,8,203,14
7011,11,2,8,206,1
7012,35,2,2,312,5
7013,35,1,2,312,5
7014,11,1,8,101,491
7015,15,1,8,203,39
7016,11,1,8,191,4
7017,15,2,8,201,3
7018,35,2,2,312,2
7019,11,1,8,171,1
7020,53,1,2,374,104
7021,35,2,2,312,12
7022,47,1,2,285,230
7023,15,2,8,203,27
7024,11,1,8,170,1
7025,15,1,8,203,26
7026,11,1,8,176,2
7027,11,1,8,195,35
7028,54,4,2,362,6
7029,35,1,2,315,1
7030,23,4,8,306,2
7031,11,1,8,209,1
7032,35,2,2,313,1
7033,15,2,8,82,12
7034,54,1,8,171,1
7035,54,1,8,203,4
7036,11,1,8,203,2
7037,15,1,8,203,15
7038,20,1,2,219,1
7039,11,2,8,179,2
7040,11,1,8,73,3
7041,35,1,2,314,2
7042,35,2,2,313,2
7043,11,2,8,55,2
7044,35,4,2,312,4
7045,35,2,2,312,1
7046,15,1,8,203,6
7047,15,1,8,203,8
7048,35,1,2,312,5
7049,15,1,8,203,14
7050,44,4,2,376,2
7051,35,2,2,312,9
7052,44,1,2,376,11
7053,15,2,8,198,8
7054,11,1,8,195,72
7055,35,2,2,315,10
7056,35,4,2,315,1
7057,35,2,2,312,3
7058,11,1,8,200,22
7059,23,1,8,306,3
7060,35,2,2,312,1
7061,23,1,8,306,3
7062,13,1,8,273,3
7063,11,1,8,170,2
7064,11,1,8,171,2
7065,15,1,8,193,8
7066,11,1,8,170,2
7067,15,2,8,203,40
7068,11,1,8,195,10
7069,34,2,8,232,1
7070,11,1,8,207,104
7071,35,2,2,312,1
7072,35,2,2,310,2
7073,13,1,6,345,1
7074,15,1,8,193,22
7075,11,1,8,209,2
7076,13,1,8,273,2
7077,15,2,8,203,10
7078,15,2,8,203,44
7079,35,1,2,312,2
7080,28,1,9,212,2
7081,15,1,8,193,4
7082,35,2,2,315,6
7083,15,2,8,203,24
7084,15,2,8,203,14
7085,54,4,2,362,7
7086,35,2,2,313,38
7087,11,2,8,55,2
7088,35,2,2,315,4
