id,sum_et,sum_st,sum_rt,sum_lf,sum_vol
4537,11,2,8,54,1
4538,20,1,2,353,2
4539,69,2,2,544,28
4540,69,2,2,1078,9
4541,69,2,2,1485,65
4542,69,2,2,1630,162
4543,69,2,2,1391,12
4544,11,1,8,268,14
4545,23,4,7,306,2
4546,26,1,8,549,51
4547,11,1,8,261,5
4548,11,2,8,261,6
4549,15,2,8,285,15
4550,26,1,8,285,50
4551,11,1,8,268,9
4552,69,1,8,356,19
4553,11,1,8,268,5
4554,11,1,8,105,2
4555,15,2,8,285,44
4556,15,2,8,82,46
4557,11,2,8,73,1
4558,69,2,2,1640,181
4559,15,2,8,82,14
4560,34,2,2,459,2
4561,69,2,2,851,3
4562,11,2,8,68,1
4563,24,1,14,865,8
4564,129,4,2,1119,3
4565,69,2,2,544,2
4566,48,1,19,739,7
4567,55,1,2,435,2
4568,69,2,2,544,2
4569,11,1,8,761,15
4570,69,2,2,2486,69
4571,69,2,2,1078,7
4572,26,1,8,264,7
4573,11,1,8,226,3
4574,26,1,8,162,6
4575,25,1,12,210,3
4576,69,2,2,1398,84
4577,11,1,8,226,19
4578,11,2,8,238,2
4579,69,2,2,1640,8
4580,11,1,8,261,11
4581,69,2,2,1012,4
4582,103,1,27,2149,20
4583,15,2,8,566,10
4584,35,4,2,301,1
4585,69,2,2,1616,12
4586,35,4,2,301,3
4587,11,1,8,268,4
4588,80,1,10,509,4
4589,69,2,2,2174,33
4590,69,2,2,1096,9
4591,15,2,8,68,7
4592,69,2,2,781,4
4593,69,2,2,4896,618
4594,69,1,8,82,20
4595,15,2,8,285,7
4596,11,1,8,377,2
4597,69,2,2,1640,26
4598,26,1,8,549,51
4599,26,1,8,513,20
4600,69,1,8,356,48
4601,89,1,2,1419,8
4602,69,2,2,1090,59
4603,69,2,2,1321,673
4604,11,1,8,87,1
4605,31,1,10,423,3
4606,89,1,2,2828,56
4607,101,1,10,1722,9
4608,35,4,2,628,2
4609,69,2,2,1640,10
4610,50,1,2,663,4
4611,69,2,2,544,51
4612,20,1,2,134,1
4613,48,2,19,946,6
4614,129,1,2,1693,10
4615,69,2,2,2174,47
4616,15,2,8,153,25
4617,20,1,2,353,2
4618,11,1,8,224,18
4619,26,1,8,286,14
4620,15,2,8,566,16
4621,26,1,8,346,14
4622,11,1,8,54,2
4623,15,2,8,566,27
4624,13,1,6,618,6
4625,26,1,8,591,8
4626,69,2,2,536,2
4627,89,1,2,875,4
4628,15,2,8,549,18
4629,26,1,8,264,3
4630,27,2,8,1232,17
4631,69,2,2,4109,473
4632,80,1,10,1771,59
4633,69,2,2,544,2
4634,69,2,2,544,26
4635,69,2,2,544,2
4636,15,2,8,365,4
4637,23,4,7,306,2
4638,69,2,2,1082,4
4639,11,1,8,268,12
4640,15,2,8,566,18
4641,15,2,8,285,92
4642,11,1,8,268,23
4643,26,1,8,264,4
4644,15,2,8,285,10
4645,69,2,2,2497,119
4646,69,2,2,2174,95
4647,89,1,2,875,4
4648,69,2,2,1096,96
4649,47,1,10,420,11
4650,69,2,2,1078,8
4651,11,2,8,68,1
4652,15,2,8,82,4
4653,11,1,8,268,3
4654,69,2,2,1630,90
4655,26,1,8,264,5
4656,15,2,8,285,22
4657,15,2,8,285,24
4658,11,1,8,270,14
4659,69,2,2,1078,4
4660,11,2,8,268,3
4661,26,1,8,554,18
4662,69,2,2,1078,6
4663,80,1,10,549,32
4664,26,1,8,549,15
4665,69,2,2,1640,26
4666,11,1,8,254,14
4667,69,2,2,1630,344
4668,20,1,2,353,2
4669,11,1,8,509,17
4670,11,1,8,268,19
4671,11,1,8,377,249
4672,11,1,8,224,75
4673,25,1,12,210,5
4674,15,2,8,285,137
4675,69,1,10,566,23
4676,35,4,2,312,2
4677,33,1,9,436,40
4678,11,1,8,224,8
4679,55,1,2,654,3
4680,89,1,2,1505,64
4681,69,2,2,544,10
4682,26,1,8,534,96
4683,11,1,8,268,4
4684,11,1,8,268,12
4685,15,2,8,82,8
4686,69,2,2,548,51
4687,11,1,8,224,4
4688,15,2,8,285,22
4689,20,1,2,353,2
4690,11,1,8,334,2
4691,80,1,10,3231,197
4692,69,2,2,546,28
4693,11,1,8,268,33
4694,11,2,8,85,1
4695,89,1,2,875,4
4696,35,4,2,627,2
4697,69,2,2,544,9
4698,86,1,2,1318,9
4699,80,1,10,363,4
4700,15,2,8,285,8
4701,15,2,8,246,2
4702,35,4,2,625,3
4703,11,1,8,751,18
4704,15,2,8,285,33
4705,69,2,2,544,12
4706,15,2,8,285,30
4707,69,2,2,1092,36
4708,69,2,2,1626,50
4709,26,1,8,264,15
4710,69,2,2,1090,6
4711,26,1,8,285,25
4712,11,2,8,68,1
4713,15,2,8,285,15
4714,26,1,8,830,140
4715,20,1,2,134,1
4716,26,1,8,566,29
4717,15,2,8,566,7
4718,26,1,8,629,146
4719,34,2,15,451,4
4720,69,2,2,544,5
4721,26,1,8,281,3
4722,56,1,13,656,4
4723,69,2,2,1094,26
4724,11,1,8,368,199
4725,69,1,8,356,13
4726,69,2,2,1624,9
4727,69,2,2,522,4
4728,11,1,8,71,1
4729,15,2,8,285,22
4730,89,1,2,1859,12
4731,26,1,8,285,12
4732,78,1,20,738,7
4733,11,1,8,327,66
4734,26,1,8,830,96
4735,69,2,2,544,20
4736,69,2,2,544,54
4737,69,2,2,1092,31
4738,11,1,8,224,11
4739,69,2,2,1640,19
4740,13,1,6,618,6
4741,28,1,9,339,2
4742,89,1,2,875,4
4743,11,2,8,385,3
4744,69,2,2,548,40
4745,20,1,2,353,2
4746,11,1,8,54,1
4747,11,1,8,226,3
4748,19,1,10,448,5
4749,55,1,2,966,4
4750,26,1,8,549,225
4751,69,2,2,1630,319
4752,69,2,2,1397,5
4753,26,1,8,218,6
4754,11,1,8,224,9
4755,65,1,10,254,6
4756,68,1,21,833,17
4757,69,2,2,2257,103
4758,11,1,8,224,2
4759,69,2,2,544,4
4760,11,1,8,76,2
4761,129,1,2,1983,30
4762,85,1,10,571,4
4763,11,1,8,376,4
4764,69,2,2,851,10
4765,35,4,2,314,1
4766,26,1,8,513,9
4767,24,1,14,865,14
4768,129,1,2,1983,22
4769,11,1,8,285,2
4770,26,1,8,549,55
4771,69,2,2,2567,161
4772,11,1,8,755,20
4773,69,2,2,1939,27
4774,15,2,8,285,36
4775,15,2,8,82,26
4776,11,1,8,268,16
4777,69,2,2,548,22
4778,69,2,2,1090,5
4779,37,5,12,431,3
4780,69,2,2,544,2
4781,35,4,2,301,1
4782,89,1,2,3575,14
4783,35,4,2,613,3
4784,20,1,2,353,2
4785,80,2,10,1216,6
4786,26,1,8,1058,135
4787,15,2,8,80,3
4788,11,1,8,66,1
4789,69,2,2,544,25
4790,69,2,2,544,4
4791,11,1,8,352,19
4792,11,1,8,171,1
4793,69,2,2,544,2
4794,69,2,2,1640,47
4795,37,5,12,315,3
4796,15,2,8,285,3
4797,15,2,8,285,12
4798,78,1,16,341,2
4799,69,2,2,1640,12
4800,11,2,8,261,2
4801,11,2,8,224,3
4802,69,2,2,851,3
4803,129,1,2,1983,29
4804,69,2,2,1405,11
4805,69,1,8,549,25
4806,26,1,8,264,2
4807,80,2,10,588,3
4808,69,2,2,1630,25
4809,65,2,10,125,3
4810,69,2,2,544,16
4811,69,2,2,544,4
4812,69,2,2,544,14
4813,26,1,8,819,49
4814,15,2,8,82,1
4815,26,1,8,549,73
4816,31,1,10,636,8
4817,11,1,8,224,9
4818,69,2,2,1078,10
4819,26,1,8,549,130
4820,69,2,2,1090,12
4821,179,1,2,2357,75
4822,69,2,2,544,7
4823,11,2,8,55,5
4824,11,1,8,226,20
4825,69,2,2,1391,6
4826,69,2,2,1640,23
4827,69,2,2,2722,34
4828,69,2,2,851,3
4829,15,2,8,285,15
4830,11,1,8,209,1
4831,11,1,8,538,15
4832,86,1,2,1318,18
4833,69,2,2,1947,25
4834,15,2,8,549,62
4835,69,2,2,544,26
4836,179,1,2,2357,52
4837,26,1,8,346,50
4838,69,2,2,546,85
4839,69,2,2,544,2
4840,69,2,2,1086,71
4841,11,1,8,226,7
4842,69,2,2,1640,427
4843,69,2,2,1626,30
4844,89,1,2,979,14
4845,69,1,8,356,41
4846,11,1,8,195,1
4847,34,4,15,381,3
4848,26,1,8,591,35
4849,69,2,2,1630,84
4850,11,1,8,368,24
4851,54,5,2,360,1
4852,11,1,8,770,15
4853,11,2,8,68,6
4854,129,1,2,1693,6
4855,54,1,2,720,17
4856,21,1,2,355,6
4857,41,2,17,889,4
4858,179,1,2,1982,18
4859,25,2,12,46,1
4860,55,1,2,1149,5
4861,11,1,8,170,1
4862,15,2,8,549,93
4863,69,1,8,82,8
4864,69,2,2,544,21
4865,69,2,2,857,3
4866,69,2,2,1640,14
4867,69,2,2,2479,156
4868,35,4,2,312,1
4869,69,2,2,1624,10
4870,11,1,8,268,3
4871,89,1,2,1431,15
4872,69,2,2,3114,418
4873,69,2,2,851,7
4874,11,1,8,283,4
4875,50,4,2,374,2
4876,11,2,8,73,4
4877,69,2,2,544,8
4878,15,2,8,162,3
4879,26,1,8,882,504
4880,69,2,2,4115,243
4881,15,2,8,285,7
4882,69,2,2,1391,44
4883,69,2,2,1078,4
4884,26,1,8,281,5
4885,11,1,8,87,1
4886,26,1,8,285,23
4887,11,1,8,187,2
4888,50,1,11,571,4
4889,69,2,2,544,2
4890,34,2,2,232,1
4891,11,1,8,296,5
4892,69,1,8,82,8
4893,11,1,8,68,7
4894,11,1,8,517,5
4895,11,1,8,238,3
4896,101,1,10,2016,26
4897,129,1,2,1693,9
4898,69,2,2,1640,17
4899,69,1,21,1106,6
4900,43,1,8,722,75
4901,20,1,2,134,1
4902,174,1,2,2361,15
4903,69,2,2,2192,86
4904,14,1,8,627,20
4905,69,2,2,1947,22
4906,11,1,8,224,4
4907,26,1,8,549,132
4908,41,1,2,708,4
4909,69,2,2,851,3
4910,15,2,8,80,1
4911,11,2,8,139,2
4912,15,2,8,356,10
4913,69,2,2,544,15
4914,69,2,2,1078,4
4915,20,1,2,134,1
4916,15,2,8,365,22
4917,89,1,2,875,4
4918,69,2,2,2182,16
4919,11,1,8,268,3
4920,69,2,2,1622,6
4921,69,2,2,544,73
4922,11,1,8,238,4
4923,69,1,8,285,117
4924,69,2,2,1078,5
4925,69,2,2,544,29
4926,100,1,10,2649,36
4927,11,1,8,244,2
4928,69,2,2,1096,14
4929,48,2,19,619,5
4930,35,4,2,619,4
4931,35,4,2,312,1
4932,11,1,8,347,613
4933,15,2,8,233,49
4934,15,2,8,162,2
4935,15,2,8,281,13
4936,25,1,12,163,2
4937,26,1,8,233,16
4938,11,2,8,81,2
4939,69,2,2,544,5
4940,20,1,2,353,2
4941,25,2,12,238,2
4942,24,1,2,557,2
4943,69,2,2,857,4
4944,11,2,8,122,29
4945,11,1,8,238,2
4946,21,1,2,355,2
4947,15,2,8,549,21
4948,11,1,8,292,58
4949,80,1,8,153,17
4950,24,1,14,865,6
4951,129,1,2,1693,25
4952,69,2,2,1405,103
4953,11,1,8,87,1
4954,129,1,2,1693,14
4955,11,1,8,538,12
4956,69,2,2,1626,13
4957,32,4,8,280,1
4958,15,2,8,363,4
4959,51,1,10,313,43
4960,26,1,8,555,38
4961,69,2,2,2174,164
4962,69,2,2,1640,24
4963,15,2,8,285,26
4964,20,1,2,353,2
4965,69,2,2,857,57
4966,69,2,2,1465,35
4967,69,1,10,264,5
4968,11,1,8,239,3
4969,11,2,8,226,2
4970,25,1,12,210,14
4971,35,4,2,933,3
4972,89,1,2,656,3
4973,11,1,8,71,1
4974,65,1,10,992,6
4975,24,1,2,557,13
4976,11,1,8,224,8
4977,15,2,8,346,12
4978,26,1,8,549,43
4979,17,1,9,171,1
4980,89,1,2,1419,6
4981,69,2,2,1090,22
4982,69,2,2,1172,6
4983,24,1,14,341,3
4984,174,1,2,2364,15
4985,69,2,2,1096,13
4986,11,2,8,54,1
4987,11,1,8,261,5
4988,11,4,8,54,1
4989,48,1,19,537,3
4990,69,2,10,281,6
4991,11,1,8,268,10
4992,11,1,8,224,9
4993,11,1,8,281,2
4994,47,1,10,498,50
4995,69,2,2,1640,16
4996,34,2,2,459,2
4997,46,2,10,493,2
4998,65,1,10,54,1
4999,11,2,8,55,4
5000,11,1,8,544,28
5001,69,2,2,1405,48
5002,26,1,8,566,49
5003,15,2,8,285,26
5004,69,2,2,1624,267
5005,69,2,2,1405,13
5006,34,2,2,459,2
5007,26,1,8,228,4
5008,11,1,8,920,14
5009,42,1,24,1100,6
5010,69,2,2,1090,36
5011,26,1,8,285,15
5012,69,2,2,2174,25
5013,24,1,14,592,3
5014,69,2,2,1640,8
5015,69,2,2,2154,31
5016,11,2,8,261,2
5017,15,2,8,82,2
5018,56,2,15,883,9
5019,11,1,8,283,7
5020,26,1,8,657,490
5021,34,1,15,293,2
5022,26,1,8,492,10
5023,69,2,2,544,2
5024,69,2,2,1078,8
5025,15,2,8,549,14
5026,11,1,8,268,20
5027,11,1,8,377,34
5028,15,2,8,285,32
5029,20,1,2,353,2
5030,15,2,8,285,14
5031,69,2,2,544,6
5032,11,1,8,224,2
5033,69,2,2,544,3
5034,26,1,8,566,52
5035,15,2,8,285,12
5036,69,2,2,544,42
5037,15,2,8,285,11
5038,69,2,2,1096,6
5039,69,2,2,1640,63
5040,69,2,2,1096,29
5041,11,1,8,296,10
5042,15,2,8,285,6
5043,11,1,8,226,3
5044,69,2,2,544,5
5045,24,1,14,520,3
5046,11,1,8,268,5
5047,11,2,8,261,2
5048,11,2,8,268,60
5049,15,2,8,285,20
5050,11,1,8,224,2
5051,15,2,8,285,53
5052,69,2,2,1640,12
5053,35,4,2,312,3
5054,34,2,15,381,3
5055,69,2,2,546,3
5056,69,2,2,1093,10
5057,11,4,8,54,1
5058,11,1,8,172,1
5059,15,2,8,281,2
5060,34,2,15,381,3
5061,55,1,2,972,7
5062,69,2,2,544,30
5063,99,4,9,1556,12
5064,11,1,8,283,16
5065,26,1,8,228,3
5066,15,2,8,82,4
5067,56,1,15,1280,10
5068,11,1,8,336,4
5069,69,2,2,544,10
5070,26,1,8,285,40
5071,11,1,8,206,2
5072,69,2,2,1408,11
5073,11,1,8,226,2
5074,15,2,8,80,4
5075,19,1,10,283,19
5076,11,2,8,283,6
5077,11,1,8,264,4
5078,45,1,10,830,4
5079,15,2,8,356,37
5080,69,2,2,3278,140
5081,69,2,2,546,2
5082,69,2,2,544,2
5083,15,2,8,233,3
5084,11,2,8,238,2
5085,69,2,2,544,54
5086,11,1,8,238,32
5087,11,1,8,224,2
5088,69,2,2,544,9
5089,26,1,8,363,13
5090,35,4,2,619,3
5091,15,2,8,356,16
5092,69,2,2,1405,118
5093,11,1,8,515,42
5094,80,1,10,509,5
5095,80,1,10,959,30
5096,35,4,2,312,2
5097,69,2,2,2491,25
5098,34,2,15,381,3
5099,69,2,2,1076,26
5100,24,1,14,710,49
5101,54,4,2,722,4
5102,69,2,2,1640,26
5103,11,1,8,347,60
5104,30,5,9,133,1
5105,20,1,2,353,2
5106,89,1,2,2278,23
5107,26,1,8,549,54
5108,11,1,8,224,10
5109,15,2,8,285,76
5110,13,1,6,273,1
5111,69,2,2,544,9
5112,26,1,8,549,24
5113,174,1,2,1986,25
5114,15,2,8,82,6
5115,69,2,2,550,23
5116,69,2,2,1640,202
5117,34,2,2,927,4
5118,11,1,8,55,2
5119,11,1,8,244,2
5120,26,1,8,281,4
5121,45,1,10,926,5
5122,24,1,14,856,4
5123,69,2,2,544,4
5124,25,1,12,210,5
5125,69,2,2,1096,23
5126,24,1,14,341,2
5127,35,4,2,619,2
5128,57,1,2,457,2
5129,22,4,7,525,2
5130,11,1,8,226,32
5131,69,2,2,783,3
5132,69,2,2,1409,5
5133,15,2,8,566,25
5134,47,1,21,1201,5
5135,34,1,15,825,5
5136,69,2,2,544,2
5137,55,1,2,654,5
5138,78,1,17,1385,8
5139,21,1,2,355,4
5140,15,2,8,285,45
5141,9,1,2,164,5
5142,26,1,8,281,12
5143,11,2,8,226,3
5144,15,2,8,71,3
5145,35,4,2,619,2
5146,11,1,8,224,5
5147,15,2,8,285,30
5148,80,1,8,549,18
5149,69,2,2,548,24
5150,65,1,8,254,2
5151,69,2,2,860,3
5152,69,2,2,544,52
5153,69,2,2,548,24
5154,15,2,8,285,12
5155,26,1,8,281,6
5156,30,5,9,351,8
5157,143,1,2,858,48
5158,69,2,2,1090,13
5159,69,2,2,1391,7
5160,11,1,8,226,3
5161,11,1,8,195,1
5162,11,2,8,268,3
5163,69,2,2,1078,5
5164,89,1,2,656,3
5165,26,1,8,365,29
5166,35,4,2,312,1
5167,15,2,8,153,46
5168,26,1,8,228,3
5169,11,1,8,544,9
5170,54,4,6,10,1
5171,69,2,2,1090,14
5172,35,4,2,312,6
5173,20,1,2,134,1
5174,69,2,2,1630,213
5175,11,1,8,160,1
5176,65,1,10,270,6
5177,69,2,2,2174,67
5178,15,2,8,285,8
5179,15,2,8,341,6
5180,77,1,15,531,6
5181,11,1,8,224,2
5182,11,1,8,261,10
5183,20,1,2,353,3
5184,28,1,8,420,5
5185,69,2,2,544,38
5186,26,1,8,285,62
5187,15,2,8,285,31
5188,11,1,8,171,1
5189,35,4,2,932,3
5190,31,1,15,1169,84
5191,26,1,8,264,20
5192,78,1,13,575,3
5193,26,1,8,285,22
5194,35,4,2,1246,6
5195,15,2,8,566,4
5196,26,1,8,777,65
5197,11,1,8,54,2
5198,69,2,2,544,19
5199,54,4,2,722,10
5200,11,1,8,327,13
5201,69,2,2,1630,239
5202,56,1,15,1809,50
5203,69,2,2,544,20
5204,15,2,8,285,4
5205,69,2,2,544,20
5206,30,5,9,133,1
5207,56,2,15,1329,36
5208,69,2,2,544,14
5209,69,2,2,1925,7
5210,69,2,2,544,17
5211,69,2,2,544,27
5212,69,2,2,544,21
5213,69,2,2,544,46
5214,24,1,14,842,14
5215,80,1,10,156,6
5216,69,2,2,548,6
5217,69,2,2,548,44
5218,69,2,2,1482,7
5219,69,2,2,544,34
5220,54,4,2,722,2
5221,11,1,8,507,14
5222,69,2,2,1078,12
5223,69,2,2,2154,16
5224,11,1,8,87,1
5225,15,2,8,80,3
5226,20,1,2,134,1
5227,11,1,8,224,3
5228,69,2,2,544,95
5229,69,2,2,2476,451
5230,11,1,8,347,303
5231,35,4,2,619,2
5232,15,2,8,285,21
5233,69,2,2,5430,507
5234,69,2,2,1630,283
5235,34,2,15,381,8
5236,69,2,2,544,23
5237,20,1,2,353,2
5238,69,2,2,544,11
5239,69,2,2,2180,75
5240,69,2,2,1090,8
5241,26,1,8,285,29
5242,34,2,2,232,2
5243,11,2,8,238,3
5244,129,1,2,1983,215
5245,11,1,8,268,9
5246,35,4,2,312,1
5247,15,2,8,285,3
5248,11,1,8,206,2
5249,15,2,8,365,93
5250,35,4,2,312,1
5251,11,1,8,377,153
5252,89,1,2,1505,11
5253,24,1,14,865,9
5254,26,1,8,566,15
5255,15,2,8,52,2
5256,54,4,2,722,2
5257,11,1,8,224,8
5258,69,2,2,2706,106
5259,46,1,10,634,5
5260,11,1,8,559,4
5261,69,2,2,544,13
5262,69,2,2,1640,9
5263,65,1,10,270,5
5264,80,1,10,1682,10
5265,20,1,2,353,3
5266,69,2,2,1640,14
5267,56,4,15,910,45
5268,11,2,8,268,13
5269,69,2,2,1640,21
5270,69,2,2,1407,14
5271,15,2,8,319,641
5272,11,1,8,420,9
5273,50,1,2,663,2
5274,69,2,2,544,2
5275,69,2,2,544,23
5276,15,2,8,285,42
5277,69,2,2,1078,5
5278,55,1,2,654,5
5279,20,1,2,353,2
5280,26,1,8,537,13
5281,93,1,2,569,543
5282,11,1,8,224,11
5283,69,2,2,1086,14
5284,69,2,2,1943,173
5285,26,1,8,285,34
5286,15,2,8,549,64
5287,69,2,2,548,69
5288,11,1,8,226,3
5289,41,1,2,488,5
5290,26,1,8,566,13
5291,11,2,8,54,3
5292,69,2,2,1640,29
5293,69,2,2,544,33
5294,80,1,10,509,6
5295,15,2,8,285,14
5296,69,2,2,2720,49
5297,11,1,8,268,168
5298,20,1,2,353,2
5299,89,1,2,1419,8
5300,26,1,8,281,36
5301,50,4,2,374,3
5302,20,1,2,353,4
5303,15,2,8,365,33
5304,15,2,8,285,10
5305,69,2,2,544,3
5306,30,5,9,351,2
5307,69,2,2,857,13
5308,69,2,2,544,6
5309,65,1,10,224,6
5310,26,1,8,356,13
5311,11,1,8,268,6
5312,69,2,2,1630,280
5313,69,2,2,544,2
5314,69,2,2,1078,5
5315,26,1,8,549,13
5316,65,2,10,81,2
5317,11,1,8,61,1
5318,69,2,2,544,2
5319,11,4,8,141,3
5320,26,1,8,566,75
5321,69,2,2,1157,4
5322,11,1,8,140,6
5323,26,1,8,436,64
5324,69,1,10,365,32
5325,26,1,8,285,44
5326,266,1,2,2981,439
5327,69,2,2,1090,60
5328,15,2,8,285,27
5329,100,1,10,2109,20
5330,69,2,2,544,4
5331,69,2,2,544,17
5332,69,2,2,1640,122
5333,11,1,8,224,16
5334,26,1,8,316,29
5335,15,2,8,566,30
5336,69,2,2,1953,50
5337,26,1,8,545,25
5338,56,1,28,835,7
5339,26,1,8,228,4
5340,24,1,14,865,12
5341,11,1,8,261,65
5342,69,2,2,1640,22
5343,69,2,2,550,2
5344,15,2,8,285,32
5345,69,1,10,549,88
5346,69,2,2,1455,5
5347,11,1,8,268,2
5348,20,1,2,134,1
5349,15,2,8,341,17
5350,20,1,2,353,2
5351,35,4,2,618,2
5352,26,1,8,285,17
5353,80,1,10,1047,65
5354,46,2,10,138,2
5355,26,1,8,71,2
5356,11,1,8,218,94
5357,69,2,2,544,38
5358,11,1,8,224,5
5359,26,1,8,71,3
5360,69,2,2,1640,14
5361,69,2,2,544,58
5362,69,2,2,1066,11
5363,25,1,12,210,8
5364,69,2,2,3580,86
5365,69,2,2,1325,6
5366,69,2,2,1078,10
5367,11,2,8,54,1
5368,11,2,8,268,8
5369,69,2,2,1405,216
5370,11,1,8,224,8
5371,15,2,8,285,4
5372,15,2,8,285,15
5373,69,2,2,544,12
5374,11,2,8,268,11
5375,11,1,8,544,19
5376,69,2,2,544,18
5377,86,1,2,1035,4
5378,35,4,2,313,1
5379,24,1,14,865,6
5380,69,2,2,544,10
5381,15,2,8,285,22
5382,11,1,8,170,1
5383,50,4,2,374,1
5384,11,1,8,544,19
5385,69,2,2,544,65
5386,69,2,2,1092,10
5387,80,1,10,549,40
5388,69,2,2,544,2
5389,69,2,2,1090,4
5390,69,2,2,544,7
5391,69,2,2,544,6
5392,11,4,8,261,2
5393,11,1,8,515,18
5394,20,1,2,353,2
5395,26,1,8,545,11
5396,69,2,2,2174,79
5397,11,1,8,224,9
5398,129,1,2,1983,160
5399,34,2,2,468,2
5400,11,1,8,268,3
5401,26,1,8,549,239
5402,89,1,2,875,4
5403,55,1,2,654,3
5404,15,2,8,285,17
5405,69,2,2,3878,169
5406,11,2,8,268,6
5407,26,1,8,637,24
5408,11,1,8,264,5
5409,86,1,2,1318,6
5410,11,2,8,47,1
5411,15,2,8,82,2
5412,20,1,2,353,2
5413,15,2,8,356,72
5414,69,2,2,861,8
5415,55,1,2,435,3
5416,82,1,11,212,1
5417,11,1,8,224,5
5418,11,1,8,226,4
5419,35,4,2,312,1
5420,11,1,8,268,20
5421,65,1,19,775,6
5422,20,1,2,353,2
5423,15,2,8,285,54
5424,69,2,2,544,2
5425,26,1,8,566,57
5426,54,4,2,722,2
5427,11,2,8,73,1
5428,69,2,2,1090,70
5429,15,2,8,285,31
5430,116,1,10,2218,22
5431,26,1,8,566,36
5432,69,2,2,544,10
5433,69,2,2,1624,26
5434,20,1,2,134,1
5435,69,2,2,544,3
5436,26,1,8,549,15
5437,26,1,8,830,45
5438,69,2,2,548,70
5439,26,1,8,283,8
5440,69,2,2,544,6
5441,11,1,8,593,4
5442,69,2,2,544,82
5443,15,2,8,285,25
5444,15,2,8,82,6
5445,69,2,2,544,6
5446,129,1,2,1983,32
5447,15,2,8,71,2
5448,35,4,2,312,1
5449,35,4,2,312,1
5450,26,1,8,549,96
5451,11,1,8,224,11
5452,65,1,10,226,6
5453,15,2,8,82,20
5454,11,1,8,268,95
5455,23,4,7,306,1
5456,26,1,8,629,17
5457,15,2,8,285,17
5458,10,4,3,384,8
5459,11,1,8,520,7
5460,11,1,8,327,537
5461,15,2,8,264,4
5462,69,2,2,544,53
5463,69,2,2,1405,92
5464,11,1,8,54,1
5465,15,2,8,285,7
5466,34,2,2,459,2
5467,69,2,2,544,16
5468,29,1,9,349,2
5469,15,2,8,285,16
5470,11,1,8,261,19
5471,15,2,8,285,20
5472,69,1,10,549,14
5473,89,1,2,2499,22
5474,23,4,7,529,2
5475,69,1,13,435,2
5476,15,2,8,285,21
5477,11,1,8,551,619
5478,26,1,8,549,31
5479,11,2,8,55,1
5480,69,2,2,1640,27
5481,86,1,2,1318,6
5482,69,2,2,546,4
5483,69,2,2,1090,10
5484,24,1,14,565,14
5485,11,1,8,170,1
5486,15,2,8,285,17
5487,11,1,8,54,4
5488,65,1,14,208,8
5489,179,1,2,2357,29
5490,69,2,2,1164,6
5491,11,1,8,160,1
5492,86,1,2,1318,18
5493,11,1,8,171,1
5494,69,2,2,1076,12
5495,69,2,2,1090,31
5496,10,4,3,192,3
5497,26,1,8,657,153
5498,69,2,2,1096,15
5499,69,2,2,4660,299
5500,69,2,2,1705,113
5501,69,2,2,544,20
5502,69,2,2,1092,92
5503,15,2,8,285,42
5504,32,1,9,1202,115
5505,35,4,2,619,2
5506,11,1,8,55,1
5507,15,2,8,285,11
5508,26,1,8,346,13
5509,11,1,8,292,5
5510,11,1,8,270,2
5511,80,2,10,1259,5
5512,15,2,8,274,3
5513,26,1,8,346,4
5514,55,1,2,654,4
5515,26,1,8,566,25
5516,89,1,2,1819,7
5517,26,1,8,566,22
5518,21,1,2,220,1
5519,15,2,8,566,27
5520,35,4,2,625,8
5521,69,2,2,1624,21
5522,129,1,2,1034,3
5523,20,1,2,353,17
5524,179,1,2,2356,18
5525,11,4,8,54,4
5526,69,2,2,1076,16
5527,69,2,10,80,2
5528,11,1,8,224,2
5529,69,2,2,1624,20
5530,11,1,8,170,2
5531,15,2,8,566,16
5532,26,1,8,549,19
5533,11,1,8,185,1
5534,38,1,18,497,3
5535,11,1,8,268,44
5536,15,2,8,285,30
5537,24,1,14,865,4
5538,15,2,8,285,26
5539,69,2,2,1090,145
5540,69,2,2,544,6
5541,11,1,8,119,2
5542,69,2,2,1092,8
5543,26,1,8,830,34
5544,85,1,10,695,44
5545,26,1,8,281,9
5546,35,4,2,942,6
5547,11,1,8,268,92
5548,89,1,2,875,4
5549,92,1,2,946,4
5550,69,2,2,1640,14
5551,93,1,2,569,418
5552,20,1,2,353,14
5553,11,2,8,294,2
5554,11,1,8,71,2
5555,69,2,2,544,43
5556,26,1,8,545,16
5557,11,1,8,442,22
5558,69,2,2,550,680
5559,11,1,8,268,49
5560,69,2,2,544,184
5561,11,1,8,524,4
5562,26,1,8,629,44
5563,26,1,8,285,69
5564,11,1,8,268,15
5565,69,2,2,2570,45
5566,69,2,2,544,4
5567,86,1,2,1318,4
5568,25,1,12,224,17
5569,15,2,8,285,31
5570,69,2,2,1624,10
5571,11,1,8,224,14
5572,15,2,8,285,19
5573,15,2,8,264,3
5574,129,4,2,1119,3
5575,89,1,2,3893,15
5576,11,1,8,430,4
5577,15,2,8,285,10
5578,69,2,2,1409,40
5579,69,2,2,544,14
5580,93,1,2,1308,20
5581,35,4,2,301,1
5582,66,1,10,1454,22
5583,69,2,2,1630,8
5584,69,2,2,1078,4
5585,11,1,8,909,14
5586,26,1,8,830,46
5587,11,1,8,296,3
5588,15,2,8,365,13
5589,15,2,8,285,19
5590,25,2,12,170,2
5591,13,1,8,191,3
5592,69,2,2,1640,18
